home;away;date;gh;ga;full_time;home_ident;away_ident;winner;year;month
Nacional;Miramar Misiones;06/04/2003;2;0;F;Nacional (Uruguay);Miramar Misiones (Uruguay);L;2003;4
River Plate;Bella Vista;06/04/2003;2;4;F;River Plate (Uruguay);Bella Vista (Uruguay);V;2003;4
Danubio;Deportivo Maldonado;12/04/2003;1;1;F;Danubio (Uruguay);Deportivo Maldonado (Uruguay);E;2003;4
Tacuarembo Futbol Club;Plaza Colonia;12/04/2003;0;0;F;Tacuarembo Futbol Club (Uruguay);Plaza Colonia (Uruguay);E;2003;4
CA Cerro;Defensor Sporting;13/04/2003;2;1;F;CA Cerro (Uruguay);Defensor Sporting (Uruguay);L;2003;4
CA Fenix;Dep Colonia;13/04/2003;4;3;F;CA Fenix (Uruguay);Dep Colonia (Uruguay);L;2003;4
CA Juventud;Miramar Misiones;13/04/2003;1;3;F;CA Juventud (Uruguay);Miramar Misiones (Uruguay);V;2003;4
CSyd Villa Espanola;Central Espanol;13/04/2003;2;2;F;CSyd Villa Espanola (Uruguay);Central Espanol (Uruguay);E;2003;4
Nacional;Liverpool;13/04/2003;1;0;F;Nacional (Uruguay);Liverpool (Uruguay);L;2003;4
River Plate;Montevideo Wanderers;13/04/2003;1;1;F;River Plate (Uruguay);Montevideo Wanderers (Uruguay);E;2003;4
CA Penarol;Bella Vista;15/04/2003;1;0;F;CA Penarol (Uruguay);Bella Vista (Uruguay);L;2003;4
CA Fenix;CA Cerro;16/04/2003;2;3;F;CA Fenix (Uruguay);CA Cerro (Uruguay);V;2003;4
Bella Vista;Deportivo Maldonado;20/04/2003;5;0;F;Bella Vista (Uruguay);Deportivo Maldonado (Uruguay);L;2003;4
CA Fenix;Nacional;20/04/2003;0;3;F;CA Fenix (Uruguay);Nacional (Uruguay);V;2003;4
CSyd Villa Espanola;CA Penarol;20/04/2003;2;2;F;CSyd Villa Espanola (Uruguay);CA Penarol (Uruguay);E;2003;4
Central Espanol;CA Cerro;20/04/2003;1;0;F;Central Espanol (Uruguay);CA Cerro (Uruguay);L;2003;4
Miramar Misiones;Danubio;20/04/2003;1;0;F;Miramar Misiones (Uruguay);Danubio (Uruguay);L;2003;4
Montevideo Wanderers;Dep Colonia;20/04/2003;4;1;F;Montevideo Wanderers (Uruguay);Dep Colonia (Uruguay);L;2003;4
Plaza Colonia;Liverpool;20/04/2003;1;2;F;Plaza Colonia (Uruguay);Liverpool (Uruguay);V;2003;4
River Plate;CA Juventud;20/04/2003;4;1;F;River Plate (Uruguay);CA Juventud (Uruguay);L;2003;4
Tacuarembo Futbol Club;Defensor Sporting;20/04/2003;1;3;F;Tacuarembo Futbol Club (Uruguay);Defensor Sporting (Uruguay);V;2003;4
CA Cerro;Danubio;26/04/2003;2;0;F;CA Cerro (Uruguay);Danubio (Uruguay);L;2003;4
Defensor Sporting;CSyd Villa Espanola;26/04/2003;2;1;F;Defensor Sporting (Uruguay);CSyd Villa Espanola (Uruguay);L;2003;4
Deportivo Maldonado;CA Fenix;27/04/2003;2;2;F;Deportivo Maldonado (Uruguay);CA Fenix (Uruguay);E;2003;4
Liverpool;CA Penarol;27/04/2003;0;3;F;Liverpool (Uruguay);CA Penarol (Uruguay);V;2003;4
Miramar Misiones;River Plate;27/04/2003;0;2;F;Miramar Misiones (Uruguay);River Plate (Uruguay);V;2003;4
Montevideo Wanderers;Central Espanol;27/04/2003;3;1;F;Montevideo Wanderers (Uruguay);Central Espanol (Uruguay);L;2003;4
Plaza Colonia;Dep Colonia;27/04/2003;1;1;F;Plaza Colonia (Uruguay);Dep Colonia (Uruguay);E;2003;4
Tacuarembo Futbol Club;CA Juventud;27/04/2003;1;1;F;Tacuarembo Futbol Club (Uruguay);CA Juventud (Uruguay);E;2003;4
Bella Vista;Nacional;30/04/2003;0;3;F;Bella Vista (Uruguay);Nacional (Uruguay);V;2003;4
CA Cerro;Dep Colonia;03/05/2003;2;2;F;CA Cerro (Uruguay);Dep Colonia (Uruguay);E;2003;5
