home,away,date,gh,ga,full_time,winner,year,month
Danubio,CA Penarol,1959-05-09,1,2,F,V,1959,5
Defensor Sporting,Nacional,1959-05-09,2,1,F,L,1959,5
Institucion Atletica Sud America,Liverpool,1959-05-09,2,1,F,L,1959,5
Rampla Juniors Futbol Club,Racing Club,1959-05-09,2,2,F,E,1959,5
Danubio,Montevideo Wanderers,1959-05-16,1,2,F,V,1959,5
Defensor Sporting,Institucion Atletica Sud America,1959-05-16,1,3,F,V,1959,5
Liverpool,CA Cerro,1959-05-16,2,1,F,L,1959,5
Racing Club,Nacional,1959-05-16,0,0,F,E,1959,5
Rampla Juniors Futbol Club,CA Penarol,1959-05-16,0,0,F,E,1959,5
CA Cerro,Rampla Juniors Futbol Club,1959-05-23,1,0,F,L,1959,5
Danubio,Defensor Sporting,1959-05-23,1,1,F,E,1959,5
Institucion Atletica Sud America,CA Penarol,1959-05-23,1,3,F,V,1959,5
Liverpool,Nacional,1959-05-23,1,0,F,L,1959,5
Racing Club,Montevideo Wanderers,1959-05-23,0,2,F,V,1959,5
CA Penarol,CA Cerro,1959-05-30,1,3,F,V,1959,5
Defensor Sporting,Rampla Juniors Futbol Club,1959-05-30,4,2,F,L,1959,5
Institucion Atletica Sud America,Danubio,1959-05-30,2,1,F,L,1959,5
Liverpool,Racing Club,1959-05-30,1,2,F,V,1959,5
Montevideo Wanderers,Nacional,1959-05-30,0,3,F,V,1959,5
Danubio,Racing Club,1959-06-06,1,2,F,V,1959,6
Defensor Sporting,CA Cerro,1959-06-06,3,1,F,L,1959,6
Liverpool,CA Penarol,1959-06-06,2,2,F,E,1959,6
Montevideo Wanderers,Rampla Juniors Futbol Club,1959-06-06,1,2,F,V,1959,6
Nacional,Institucion Atletica Sud America,1959-06-06,3,0,F,L,1959,6
CA Cerro,Nacional,1959-06-13,1,3,F,V,1959,6
Danubio,Rampla Juniors Futbol Club,1959-06-13,2,1,F,L,1959,6
Institucion Atletica Sud America,Racing Club,1959-06-13,0,1,F,V,1959,6
Liverpool,Defensor Sporting,1959-06-13,2,1,F,L,1959,6
Montevideo Wanderers,CA Penarol,1959-06-13,2,1,F,L,1959,6
Danubio,Nacional,1959-06-20,1,1,F,E,1959,6
Defensor Sporting,CA Penarol,1959-06-20,1,2,F,V,1959,6
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1959-06-20,1,0,F,L,1959,6
Liverpool,Montevideo Wanderers,1959-06-20,0,2,F,V,1959,6
Racing Club,CA Cerro,1959-06-20,3,2,F,L,1959,6
CA Cerro,Danubio,1959-06-27,0,1,F,V,1959,6
Defensor Sporting,Racing Club,1959-06-27,1,3,F,V,1959,6
Institucion Atletica Sud America,Montevideo Wanderers,1959-06-27,2,1,F,L,1959,6
Liverpool,Rampla Juniors Futbol Club,1959-06-27,2,2,F,E,1959,6
Nacional,CA Penarol,1959-06-27,1,0,F,L,1959,6
Danubio,Liverpool,1959-08-01,0,1,F,V,1959,8
Institucion Atletica Sud America,CA Cerro,1959-08-01,0,3,F,V,1959,8
Montevideo Wanderers,Defensor Sporting,1959-08-01,1,1,F,E,1959,8
Racing Club,CA Penarol,1959-08-01,0,2,F,V,1959,8
Rampla Juniors Futbol Club,Nacional,1959-08-01,1,2,F,V,1959,8
CA Penarol,Nacional,1959-08-08,2,0,F,L,1959,8
CA Fenix,Institucion Atletica Sud America,1960-03-05,2,1,F,L,1960,3
CA Penarol,Defensor Sporting,1960-03-05,2,1,F,L,1960,3
Liverpool,Nacional,1960-03-05,2,1,F,L,1960,3
Montevideo Wanderers,CA Cerro,1960-03-05,3,0,F,L,1960,3
Rampla Juniors Futbol Club,Racing Club,1960-03-05,4,1,F,L,1960,3
CA Cerro,CA Fenix,1960-03-12,1,0,F,L,1960,3
CA Penarol,Rampla Juniors Futbol Club,1960-03-12,0,0,F,E,1960,3
Institucion Atletica Sud America,Liverpool,1960-03-12,1,0,F,L,1960,3
Montevideo Wanderers,Defensor Sporting,1960-03-12,2,0,F,L,1960,3
Nacional,Racing Club,1960-03-12,5,2,F,L,1960,3
CA Fenix,Racing Club,1960-03-19,2,1,F,L,1960,3
CA Penarol,CA Cerro,1960-03-19,5,1,F,L,1960,3
Defensor Sporting,Liverpool,1960-03-19,2,0,F,L,1960,3
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1960-03-19,1,0,F,L,1960,3
Nacional,Montevideo Wanderers,1960-03-19,2,2,F,E,1960,3
CA Cerro,Rampla Juniors Futbol Club,1960-03-26,3,1,F,L,1960,3
CA Penarol,Institucion Atletica Sud America,1960-03-26,3,1,F,L,1960,3
Liverpool,Montevideo Wanderers,1960-03-26,1,0,F,L,1960,3
Nacional,CA Fenix,1960-03-26,1,0,F,L,1960,3
Racing Club,Defensor Sporting,1960-03-26,1,1,F,E,1960,3
CA Cerro,Nacional,1960-04-02,1,0,F,L,1960,4
CA Fenix,Defensor Sporting,1960-04-02,1,1,F,E,1960,4
CA Penarol,Montevideo Wanderers,1960-04-02,4,0,F,L,1960,4
Racing Club,Institucion Atletica Sud America,1960-04-02,2,1,F,L,1960,4
Rampla Juniors Futbol Club,Liverpool,1960-04-02,2,1,F,L,1960,4
CA Penarol,CA Fenix,1960-04-09,4,1,F,L,1960,4
Defensor Sporting,CA Cerro,1960-04-09,2,2,F,E,1960,4
Nacional,Institucion Atletica Sud America,1960-04-09,4,1,F,L,1960,4
Racing Club,Liverpool,1960-04-09,2,0,F,L,1960,4
Rampla Juniors Futbol Club,Montevideo Wanderers,1960-04-09,1,1,F,E,1960,4
CA Cerro,Institucion Atletica Sud America,1960-04-16,3,0,F,L,1960,4
Liverpool,CA Penarol,1960-04-16,2,2,F,E,1960,4
Nacional,Defensor Sporting,1960-04-16,0,0,F,E,1960,4
Racing Club,Montevideo Wanderers,1960-04-16,1,0,F,L,1960,4
Rampla Juniors Futbol Club,CA Fenix,1960-04-16,0,0,F,E,1960,4
CA Cerro,Racing Club,1960-04-23,4,1,F,L,1960,4
CA Fenix,Liverpool,1960-04-23,2,2,F,E,1960,4
Institucion Atletica Sud America,Montevideo Wanderers,1960-04-23,1,1,F,E,1960,4
Nacional,CA Penarol,1960-04-23,3,2,F,L,1960,4
Rampla Juniors Futbol Club,Defensor Sporting,1960-04-23,2,1,F,L,1960,4
CA Cerro,Liverpool,1960-04-30,3,1,F,L,1960,4
CA Fenix,Montevideo Wanderers,1960-04-30,2,2,F,E,1960,4
CA Penarol,Racing Club,1960-04-30,1,0,F,L,1960,4
Institucion Atletica Sud America,Defensor Sporting,1960-04-30,0,0,F,E,1960,4
Nacional,Rampla Juniors Futbol Club,1960-04-30,3,1,F,L,1960,4
CA Cerro,Montevideo Wanderers,1960-05-07,4,0,F,L,1960,5
Defensor Sporting,CA Penarol,1960-05-07,2,2,F,E,1960,5
Institucion Atletica Sud America,CA Fenix,1960-05-07,4,1,F,L,1960,5
Nacional,Liverpool,1960-05-07,6,2,F,L,1960,5
Racing Club,Rampla Juniors Futbol Club,1960-05-07,4,1,F,L,1960,5
CA Fenix,CA Cerro,1960-05-14,0,4,F,V,1960,5
Defensor Sporting,Montevideo Wanderers,1960-05-14,0,3,F,V,1960,5
Liverpool,Institucion Atletica Sud America,1960-05-14,4,0,F,L,1960,5
Racing Club,Nacional,1960-05-14,3,2,F,L,1960,5
Rampla Juniors Futbol Club,CA Penarol,1960-05-14,0,4,F,V,1960,5
CA Cerro,CA Penarol,1960-05-21,1,3,F,V,1960,5
Liverpool,Defensor Sporting,1960-05-21,3,0,F,L,1960,5
Montevideo Wanderers,Nacional,1960-05-21,3,1,F,L,1960,5
Racing Club,CA Fenix,1960-05-21,0,2,F,V,1960,5
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1960-05-21,2,1,F,L,1960,5
CA Fenix,Nacional,1960-05-28,1,4,F,V,1960,5
Defensor Sporting,Racing Club,1960-05-28,1,0,F,L,1960,5
Institucion Atletica Sud America,CA Penarol,1960-05-28,1,1,F,E,1960,5
Montevideo Wanderers,Liverpool,1960-05-28,1,2,F,V,1960,5
Rampla Juniors Futbol Club,CA Cerro,1960-05-28,0,4,F,V,1960,5
Defensor Sporting,CA Fenix,1960-06-04,2,2,F,E,1960,6
Institucion Atletica Sud America,Racing Club,1960-06-04,0,1,F,V,1960,6
Liverpool,Rampla Juniors Futbol Club,1960-06-04,1,4,F,V,1960,6
Montevideo Wanderers,CA Penarol,1960-06-04,1,3,F,V,1960,6
Nacional,CA Cerro,1960-06-04,1,1,F,E,1960,6
CA Cerro,Defensor Sporting,1960-06-11,2,0,F,L,1960,6
CA Fenix,CA Penarol,1960-06-11,1,1,F,E,1960,6
Institucion Atletica Sud America,Nacional,1960-06-11,0,5,F,V,1960,6
Liverpool,Racing Club,1960-06-11,1,3,F,V,1960,6
Montevideo Wanderers,Rampla Juniors Futbol Club,1960-06-11,0,0,F,E,1960,6
CA Fenix,Rampla Juniors Futbol Club,1960-06-18,2,1,F,L,1960,6
CA Penarol,Liverpool,1960-06-18,3,0,F,L,1960,6
Defensor Sporting,Nacional,1960-06-18,0,2,F,V,1960,6
Institucion Atletica Sud America,CA Cerro,1960-06-18,1,2,F,V,1960,6
Montevideo Wanderers,Racing Club,1960-06-18,1,0,F,L,1960,6
CA Penarol,Nacional,1960-06-25,1,1,F,E,1960,6
Defensor Sporting,Rampla Juniors Futbol Club,1960-06-25,1,1,F,E,1960,6
Liverpool,CA Fenix,1960-06-25,2,0,F,L,1960,6
Montevideo Wanderers,Institucion Atletica Sud America,1960-06-25,2,1,F,L,1960,6
Racing Club,CA Cerro,1960-06-25,2,3,F,V,1960,6
Defensor Sporting,Institucion Atletica Sud America,1960-08-06,0,0,F,E,1960,8
Liverpool,CA Cerro,1960-08-06,1,4,F,V,1960,8
Montevideo Wanderers,CA Fenix,1960-08-06,0,1,F,V,1960,8
Racing Club,CA Penarol,1960-08-06,2,3,F,V,1960,8
Rampla Juniors Futbol Club,Nacional,1960-08-06,0,4,F,V,1960,8
CA Penarol,CA Cerro,1960-08-13,3,1,F,L,1960,8
CA Fenix,CA Cerro,1961-03-04,0,0,F,E,1961,3
CA Penarol,Defensor Sporting,1961-03-04,3,2,F,L,1961,3
Danubio,Rampla Juniors Futbol Club,1961-03-04,1,0,F,L,1961,3
Liverpool,Montevideo Wanderers,1961-03-04,2,0,F,L,1961,3
Nacional,Racing Club,1961-03-04,6,1,F,L,1961,3
CA Penarol,Montevideo Wanderers,1961-03-11,4,0,F,L,1961,3
Danubio,CA Fenix,1961-03-11,1,1,F,E,1961,3
Nacional,Liverpool,1961-03-11,4,1,F,L,1961,3
Racing Club,CA Cerro,1961-03-11,3,1,F,L,1961,3
Rampla Juniors Futbol Club,Defensor Sporting,1961-03-11,3,1,F,L,1961,3
CA Cerro,Montevideo Wanderers,1961-03-18,2,0,F,L,1961,3
CA Penarol,Danubio,1961-03-18,4,1,F,L,1961,3
Defensor Sporting,Racing Club,1961-03-18,2,1,F,L,1961,3
Liverpool,CA Fenix,1961-03-18,0,0,F,E,1961,3
Nacional,Rampla Juniors Futbol Club,1961-03-18,1,0,F,L,1961,3
CA Penarol,CA Cerro,1961-03-25,0,3,F,V,1961,3
Danubio,Montevideo Wanderers,1961-03-25,4,0,F,L,1961,3
Defensor Sporting,Liverpool,1961-03-25,1,1,F,E,1961,3
Nacional,CA Fenix,1961-03-25,5,2,F,L,1961,3
Racing Club,Rampla Juniors Futbol Club,1961-03-25,2,2,F,E,1961,3
CA Cerro,Liverpool,1961-04-01,2,2,F,E,1961,4
CA Penarol,Rampla Juniors Futbol Club,1961-04-01,2,0,F,L,1961,4
Defensor Sporting,CA Fenix,1961-04-01,3,2,F,L,1961,4
Montevideo Wanderers,Racing Club,1961-04-01,2,2,F,E,1961,4
Nacional,Danubio,1961-04-01,4,2,F,L,1961,4
CA Penarol,CA Fenix,1961-04-08,1,1,F,E,1961,4
Defensor Sporting,Danubio,1961-04-08,4,2,F,L,1961,4
Montevideo Wanderers,Rampla Juniors Futbol Club,1961-04-08,1,0,F,L,1961,4
Nacional,CA Cerro,1961-04-08,0,0,F,E,1961,4
Racing Club,Liverpool,1961-04-08,3,2,F,L,1961,4
CA Cerro,Danubio,1961-04-15,1,1,F,E,1961,4
CA Fenix,Montevideo Wanderers,1961-04-15,2,2,F,E,1961,4
CA Penarol,Racing Club,1961-04-15,6,3,F,L,1961,4
Nacional,Defensor Sporting,1961-04-15,3,2,F,L,1961,4
Rampla Juniors Futbol Club,Liverpool,1961-04-15,3,1,F,L,1961,4
CA Penarol,Nacional,1961-04-22,1,0,F,L,1961,4
Danubio,Liverpool,1961-04-22,1,1,F,E,1961,4
Defensor Sporting,Montevideo Wanderers,1961-04-22,2,1,F,L,1961,4
Racing Club,CA Fenix,1961-04-22,3,2,F,L,1961,4
Rampla Juniors Futbol Club,CA Cerro,1961-04-22,4,3,F,L,1961,4
CA Penarol,Liverpool,1961-04-29,2,0,F,L,1961,4
Danubio,Racing Club,1961-04-29,2,1,F,L,1961,4
Defensor Sporting,CA Cerro,1961-04-29,1,1,F,E,1961,4
Nacional,Montevideo Wanderers,1961-04-29,3,0,F,L,1961,4
Rampla Juniors Futbol Club,CA Fenix,1961-04-29,5,0,F,L,1961,4
CA Cerro,CA Fenix,1961-05-06,3,2,F,L,1961,5
Defensor Sporting,CA Penarol,1961-05-06,1,3,F,V,1961,5
Montevideo Wanderers,Liverpool,1961-05-06,3,0,F,L,1961,5
Racing Club,Nacional,1961-05-06,1,0,F,L,1961,5
Rampla Juniors Futbol Club,Danubio,1961-05-06,0,1,F,V,1961,5
CA Cerro,Racing Club,1961-05-13,1,3,F,V,1961,5
CA Fenix,Danubio,1961-05-13,0,3,F,V,1961,5
Defensor Sporting,Rampla Juniors Futbol Club,1961-05-13,0,0,F,E,1961,5
Liverpool,Nacional,1961-05-13,0,1,F,V,1961,5
Montevideo Wanderers,CA Penarol,1961-05-13,1,1,F,E,1961,5
CA Fenix,Liverpool,1961-05-20,3,2,F,L,1961,5
Danubio,CA Penarol,1961-05-20,1,5,F,V,1961,5
Montevideo Wanderers,CA Cerro,1961-05-20,2,2,F,E,1961,5
Racing Club,Defensor Sporting,1961-05-20,1,3,F,V,1961,5
Rampla Juniors Futbol Club,Nacional,1961-05-20,0,3,F,V,1961,5
CA Cerro,CA Penarol,1961-05-27,3,3,F,E,1961,5
CA Fenix,Nacional,1961-05-27,0,1,F,V,1961,5
Liverpool,Defensor Sporting,1961-05-27,2,2,F,E,1961,5
Montevideo Wanderers,Danubio,1961-05-27,1,2,F,V,1961,5
Rampla Juniors Futbol Club,Racing Club,1961-05-27,3,0,F,L,1961,5
CA Fenix,Defensor Sporting,1961-06-03,1,3,F,V,1961,6
Danubio,Nacional,1961-06-03,0,3,F,V,1961,6
Liverpool,CA Cerro,1961-06-03,1,1,F,E,1961,6
Racing Club,Montevideo Wanderers,1961-06-03,2,2,F,E,1961,6
Rampla Juniors Futbol Club,CA Penarol,1961-06-03,0,4,F,V,1961,6
CA Cerro,Nacional,1961-06-10,0,1,F,V,1961,6
CA Fenix,CA Penarol,1961-06-10,2,5,F,V,1961,6
Danubio,Defensor Sporting,1961-06-10,0,1,F,V,1961,6
Liverpool,Racing Club,1961-06-10,1,1,F,E,1961,6
Rampla Juniors Futbol Club,Montevideo Wanderers,1961-06-10,2,1,F,L,1961,6
Danubio,CA Cerro,1961-06-17,0,0,F,E,1961,6
Defensor Sporting,Nacional,1961-06-17,2,0,F,L,1961,6
Liverpool,Rampla Juniors Futbol Club,1961-06-17,3,1,F,L,1961,6
Montevideo Wanderers,CA Fenix,1961-06-17,3,0,F,L,1961,6
Racing Club,CA Penarol,1961-06-17,1,3,F,V,1961,6
CA Cerro,Rampla Juniors Futbol Club,1961-06-24,1,1,F,E,1961,6
CA Fenix,Racing Club,1961-06-24,5,0,F,L,1961,6
Liverpool,Danubio,1961-06-24,3,1,F,L,1961,6
Montevideo Wanderers,Defensor Sporting,1961-06-24,3,3,F,E,1961,6
Nacional,CA Penarol,1961-06-24,2,3,F,V,1961,6
CA Cerro,Defensor Sporting,1961-08-05,0,2,F,V,1961,8
CA Fenix,Rampla Juniors Futbol Club,1961-08-05,3,1,F,L,1961,8
Liverpool,CA Penarol,1961-08-05,1,1,F,E,1961,8
Montevideo Wanderers,Nacional,1961-08-05,1,2,F,V,1961,8
Racing Club,Danubio,1961-08-05,2,2,F,E,1961,8
CA Fenix,Montevideo Wanderers,1961-08-12,4,0,F,L,1961,8
Montevideo Wanderers,CA Fenix,1961-08-19,2,3,F,V,1961,8
CA Cerro,Central Espanol,1962-03-03,1,1,F,E,1962,3
CA Fenix,Liverpool,1962-03-03,2,1,F,L,1962,3
CA Penarol,Racing Club,1962-03-03,2,0,F,L,1962,3
Nacional,Danubio,1962-03-03,3,1,F,L,1962,3
Rampla Juniors Futbol Club,Defensor Sporting,1962-03-03,2,1,F,L,1962,3
CA Cerro,Racing Club,1962-03-10,2,2,F,E,1962,3
CA Penarol,Liverpool,1962-03-10,6,2,F,L,1962,3
Defensor Sporting,Danubio,1962-03-10,4,2,F,L,1962,3
Nacional,CA Fenix,1962-03-10,3,1,F,L,1962,3
Rampla Juniors Futbol Club,Central Espanol,1962-03-10,2,0,F,L,1962,3
CA Fenix,Rampla Juniors Futbol Club,1962-03-17,2,1,F,L,1962,3
CA Penarol,Central Espanol,1962-03-17,2,0,F,L,1962,3
Defensor Sporting,Liverpool,1962-03-17,2,1,F,L,1962,3
Nacional,CA Cerro,1962-03-17,3,0,F,L,1962,3
Racing Club,Danubio,1962-03-17,2,1,F,L,1962,3
CA Cerro,Danubio,1962-03-24,1,0,F,L,1962,3
CA Penarol,Defensor Sporting,1962-03-24,2,2,F,E,1962,3
Liverpool,Central Espanol,1962-03-24,1,0,F,L,1962,3
Nacional,Rampla Juniors Futbol Club,1962-03-24,1,0,F,L,1962,3
Racing Club,CA Fenix,1962-03-24,3,3,F,E,1962,3
CA Fenix,Defensor Sporting,1962-03-31,2,1,F,L,1962,3
CA Penarol,CA Cerro,1962-03-31,4,0,F,L,1962,3
Liverpool,Danubio,1962-03-31,3,0,F,L,1962,3
Nacional,Central Espanol,1962-03-31,2,1,F,L,1962,3
Rampla Juniors Futbol Club,Racing Club,1962-03-31,2,2,F,E,1962,3
CA Cerro,Liverpool,1962-04-07,5,0,F,L,1962,4
CA Fenix,Danubio,1962-04-07,3,1,F,L,1962,4
CA Penarol,Rampla Juniors Futbol Club,1962-04-07,1,0,F,L,1962,4
Nacional,Defensor Sporting,1962-04-07,2,2,F,E,1962,4
Racing Club,Central Espanol,1962-04-07,2,0,F,L,1962,4
CA Cerro,CA Fenix,1962-04-14,4,1,F,L,1962,4
CA Penarol,Danubio,1962-04-14,3,0,F,L,1962,4
Defensor Sporting,Central Espanol,1962-04-14,2,0,F,L,1962,4
Liverpool,Rampla Juniors Futbol Club,1962-04-14,2,1,F,L,1962,4
Nacional,Racing Club,1962-04-14,4,1,F,L,1962,4
CA Cerro,Defensor Sporting,1962-04-21,2,0,F,L,1962,4
CA Fenix,Central Espanol,1962-04-21,3,2,F,L,1962,4
CA Penarol,Nacional,1962-04-21,4,1,F,L,1962,4
Danubio,Rampla Juniors Futbol Club,1962-04-21,3,2,F,L,1962,4
Liverpool,Racing Club,1962-04-21,1,1,F,E,1962,4
CA Fenix,CA Penarol,1962-04-28,2,1,F,L,1962,4
Central Espanol,Danubio,1962-04-28,2,1,F,L,1962,4
Liverpool,Nacional,1962-04-28,1,0,F,L,1962,4
Racing Club,Defensor Sporting,1962-04-28,2,2,F,E,1962,4
Rampla Juniors Futbol Club,CA Cerro,1962-04-28,2,0,F,L,1962,4
Central Espanol,CA Cerro,1962-05-05,2,0,F,L,1962,5
Danubio,Nacional,1962-05-05,0,3,F,V,1962,5
Defensor Sporting,Rampla Juniors Futbol Club,1962-05-05,0,1,F,V,1962,5
Liverpool,CA Fenix,1962-05-05,2,0,F,L,1962,5
Racing Club,CA Penarol,1962-05-05,0,2,F,V,1962,5
CA Fenix,Nacional,1962-05-12,2,4,F,V,1962,5
Central Espanol,Rampla Juniors Futbol Club,1962-05-12,0,1,F,V,1962,5
Danubio,Defensor Sporting,1962-05-12,1,0,F,L,1962,5
Liverpool,CA Penarol,1962-05-12,1,4,F,V,1962,5
Racing Club,CA Cerro,1962-05-12,2,4,F,V,1962,5
CA Cerro,Nacional,1962-05-19,1,3,F,V,1962,5
Central Espanol,CA Penarol,1962-05-19,0,1,F,V,1962,5
Danubio,Racing Club,1962-05-19,0,0,F,E,1962,5
Liverpool,Defensor Sporting,1962-05-19,0,3,F,V,1962,5
Rampla Juniors Futbol Club,CA Fenix,1962-05-19,0,0,F,E,1962,5
CA Fenix,Racing Club,1962-05-26,0,2,F,V,1962,5
Central Espanol,Liverpool,1962-05-26,3,2,F,L,1962,5
Danubio,CA Cerro,1962-05-26,1,2,F,V,1962,5
Defensor Sporting,CA Penarol,1962-05-26,0,1,F,V,1962,5
Rampla Juniors Futbol Club,Nacional,1962-05-26,1,3,F,V,1962,5
CA Cerro,CA Penarol,1962-06-02,0,4,F,V,1962,6
Central Espanol,Nacional,1962-06-02,1,4,F,V,1962,6
Danubio,Liverpool,1962-06-02,1,1,F,E,1962,6
Defensor Sporting,CA Fenix,1962-06-02,4,0,F,L,1962,6
Racing Club,Rampla Juniors Futbol Club,1962-06-02,4,2,F,L,1962,6
Central Espanol,Racing Club,1962-06-09,2,2,F,E,1962,6
Danubio,CA Fenix,1962-06-09,2,0,F,L,1962,6
Defensor Sporting,Nacional,1962-06-09,1,1,F,E,1962,6
Liverpool,CA Cerro,1962-06-09,1,1,F,E,1962,6
Rampla Juniors Futbol Club,CA Penarol,1962-06-09,0,9,F,V,1962,6
CA Fenix,CA Cerro,1962-06-16,1,0,F,L,1962,6
Central Espanol,Defensor Sporting,1962-06-16,2,2,F,E,1962,6
Danubio,CA Penarol,1962-06-16,0,2,F,V,1962,6
Racing Club,Nacional,1962-06-16,3,4,F,V,1962,6
Rampla Juniors Futbol Club,Liverpool,1962-06-16,5,2,F,L,1962,6
Central Espanol,CA Fenix,1962-06-23,1,2,F,V,1962,6
Defensor Sporting,CA Cerro,1962-06-23,1,1,F,E,1962,6
Nacional,CA Penarol,1962-06-23,0,2,F,V,1962,6
Racing Club,Liverpool,1962-06-23,1,1,F,E,1962,6
Rampla Juniors Futbol Club,Danubio,1962-06-23,1,2,F,V,1962,6
CA Cerro,Rampla Juniors Futbol Club,1962-06-30,1,1,F,E,1962,6
CA Penarol,CA Fenix,1962-06-30,4,1,F,L,1962,6
Central Espanol,Nacional,1962-06-30,2,2,F,E,1962,6
Defensor Sporting,Racing Club,1962-06-30,1,1,F,E,1962,6
Liverpool,Danubio,1962-06-30,1,2,F,V,1962,6
CA Penarol,River Plate,1963-03-02,2,1,F,L,1963,3
Danubio,Club Social Y Deportivo Huracan Buceo,1963-03-02,1,0,F,L,1963,3
Liverpool,CA Cerro,1963-03-02,2,1,F,L,1963,3
Montevideo Wanderers,Bella Vista,1963-03-02,1,0,F,L,1963,3
Nacional,Central Espanol,1963-03-02,3,1,F,L,1963,3
Rentistas,Defensor Sporting,1963-03-02,2,0,F,L,1963,3
CA Cerro,Nacional,1963-03-09,1,0,F,L,1963,3
CA Penarol,Club Social Y Deportivo Huracan Buceo,1963-03-09,3,1,F,L,1963,3
Liverpool,Central Espanol,1963-03-09,5,1,F,L,1963,3
Montevideo Wanderers,Defensor Sporting,1963-03-09,1,1,F,E,1963,3
Rentistas,Bella Vista,1963-03-09,1,0,F,L,1963,3
River Plate,Danubio,1963-03-09,0,0,F,E,1963,3
CA Penarol,Defensor Sporting,1963-03-16,3,2,F,L,1963,3
Danubio,Liverpool,1963-03-16,1,1,F,E,1963,3
Montevideo Wanderers,CA Cerro,1963-03-16,0,0,F,E,1963,3
Nacional,Bella Vista,1963-03-16,3,1,F,L,1963,3
Rentistas,Club Social Y Deportivo Huracan Buceo,1963-03-16,2,1,F,L,1963,3
River Plate,Central Espanol,1963-03-16,1,0,F,L,1963,3
CA Cerro,Bella Vista,1963-03-23,2,1,F,L,1963,3
CA Penarol,Montevideo Wanderers,1963-03-23,2,1,F,L,1963,3
Central Espanol,Danubio,1963-03-23,1,0,F,L,1963,3
Defensor Sporting,Club Social Y Deportivo Huracan Buceo,1963-03-23,0,0,F,E,1963,3
Nacional,Rentistas,1963-03-23,1,1,F,E,1963,3
River Plate,Liverpool,1963-03-23,0,0,F,E,1963,3
Bella Vista,Club Social Y Deportivo Huracan Buceo,1963-03-30,0,0,F,E,1963,3
CA Cerro,Defensor Sporting,1963-03-30,3,1,F,L,1963,3
CA Penarol,Danubio,1963-03-30,1,0,F,L,1963,3
Liverpool,Nacional,1963-03-30,2,0,F,L,1963,3
Rentistas,Central Espanol,1963-03-30,0,0,F,E,1963,3
River Plate,Montevideo Wanderers,1963-03-30,0,0,F,E,1963,3
CA Penarol,Central Espanol,1963-04-06,1,1,F,E,1963,4
Club Social Y Deportivo Huracan Buceo,CA Cerro,1963-04-06,2,2,F,E,1963,4
Defensor Sporting,Bella Vista,1963-04-06,2,1,F,L,1963,4
Montevideo Wanderers,Danubio,1963-04-06,0,0,F,E,1963,4
Nacional,River Plate,1963-04-06,3,2,F,L,1963,4
Rentistas,Liverpool,1963-04-06,1,0,F,L,1963,4
Bella Vista,Liverpool,1963-04-13,1,0,F,L,1963,4
CA Cerro,CA Penarol,1963-04-13,2,2,F,E,1963,4
Club Social Y Deportivo Huracan Buceo,Nacional,1963-04-13,2,2,F,E,1963,4
Danubio,Defensor Sporting,1963-04-13,4,1,F,L,1963,4
Montevideo Wanderers,Central Espanol,1963-04-13,1,0,F,L,1963,4
Rentistas,River Plate,1963-04-13,0,0,F,E,1963,4
CA Penarol,Bella Vista,1963-04-20,5,0,F,L,1963,4
Central Espanol,CA Cerro,1963-04-20,2,0,F,L,1963,4
Danubio,Rentistas,1963-04-20,2,0,F,L,1963,4
Liverpool,Montevideo Wanderers,1963-04-20,1,0,F,L,1963,4
Nacional,Defensor Sporting,1963-04-20,1,1,F,E,1963,4
River Plate,Club Social Y Deportivo Huracan Buceo,1963-04-20,1,0,F,L,1963,4
CA Penarol,Nacional,1963-04-27,1,1,F,E,1963,4
Central Espanol,Bella Vista,1963-04-27,2,1,F,L,1963,4
Danubio,CA Cerro,1963-04-27,3,1,F,L,1963,4
Defensor Sporting,River Plate,1963-04-27,1,0,F,L,1963,4
Liverpool,Club Social Y Deportivo Huracan Buceo,1963-04-27,3,0,F,L,1963,4
Montevideo Wanderers,Rentistas,1963-04-27,0,0,F,E,1963,4
CA Penarol,Liverpool,1963-05-04,0,0,F,E,1963,5
Central Espanol,Defensor Sporting,1963-05-04,1,0,F,L,1963,5
Club Social Y Deportivo Huracan Buceo,Montevideo Wanderers,1963-05-04,0,0,F,E,1963,5
Nacional,Danubio,1963-05-04,2,0,F,L,1963,5
Rentistas,CA Cerro,1963-05-04,0,0,F,E,1963,5
River Plate,Bella Vista,1963-05-04,1,1,F,E,1963,5
CA Penarol,Rentistas,1963-05-11,1,0,F,L,1963,5
Club Social Y Deportivo Huracan Buceo,Central Espanol,1963-05-11,2,0,F,L,1963,5
Danubio,Bella Vista,1963-05-11,2,1,F,L,1963,5
Liverpool,Defensor Sporting,1963-05-11,1,1,F,E,1963,5
Nacional,Montevideo Wanderers,1963-05-11,1,0,F,L,1963,5
River Plate,CA Cerro,1963-05-11,0,0,F,E,1963,5
Bella Vista,Montevideo Wanderers,1963-05-18,0,1,F,V,1963,5
CA Cerro,Liverpool,1963-05-18,2,1,F,L,1963,5
Central Espanol,Nacional,1963-05-18,0,2,F,V,1963,5
Club Social Y Deportivo Huracan Buceo,Danubio,1963-05-18,0,0,F,E,1963,5
