home,away,date,gh,ga,full_time,winner,year,month
Defensor Sporting,Rentistas,1963-05-18,2,1,F,L,1963,5
River Plate,CA Penarol,1963-05-18,0,3,F,V,1963,5
Bella Vista,Rentistas,1963-05-25,0,2,F,V,1963,5
Central Espanol,Liverpool,1963-05-25,0,2,F,V,1963,5
Club Social Y Deportivo Huracan Buceo,CA Penarol,1963-05-25,0,1,F,V,1963,5
Danubio,River Plate,1963-05-25,0,0,F,E,1963,5
Defensor Sporting,Montevideo Wanderers,1963-05-25,1,1,F,E,1963,5
Nacional,CA Cerro,1963-05-25,1,1,F,E,1963,5
Bella Vista,Nacional,1963-06-01,0,1,F,V,1963,6
CA Cerro,Montevideo Wanderers,1963-06-01,1,0,F,L,1963,6
Central Espanol,River Plate,1963-06-01,0,2,F,V,1963,6
Club Social Y Deportivo Huracan Buceo,Rentistas,1963-06-01,0,1,F,V,1963,6
Defensor Sporting,CA Penarol,1963-06-01,1,3,F,V,1963,6
Liverpool,Danubio,1963-06-01,0,3,F,V,1963,6
Bella Vista,CA Cerro,1963-06-08,0,2,F,V,1963,6
Club Social Y Deportivo Huracan Buceo,Defensor Sporting,1963-06-08,1,3,F,V,1963,6
Danubio,Central Espanol,1963-06-08,1,0,F,L,1963,6
Liverpool,River Plate,1963-06-08,1,1,F,E,1963,6
Montevideo Wanderers,CA Penarol,1963-06-08,1,1,F,E,1963,6
Rentistas,Nacional,1963-06-08,1,1,F,E,1963,6
Central Espanol,Rentistas,1963-06-15,4,3,F,L,1963,6
Club Social Y Deportivo Huracan Buceo,Bella Vista,1963-06-15,2,2,F,E,1963,6
Danubio,CA Penarol,1963-06-15,1,0,F,L,1963,6
Defensor Sporting,CA Cerro,1963-06-15,3,1,F,L,1963,6
Montevideo Wanderers,River Plate,1963-06-15,1,1,F,E,1963,6
Nacional,Liverpool,1963-06-15,1,0,F,L,1963,6
Bella Vista,Defensor Sporting,1963-06-22,0,2,F,V,1963,6
CA Cerro,Club Social Y Deportivo Huracan Buceo,1963-06-22,0,0,F,E,1963,6
Central Espanol,CA Penarol,1963-06-22,1,2,F,V,1963,6
Danubio,Montevideo Wanderers,1963-06-22,1,1,F,E,1963,6
Liverpool,Rentistas,1963-06-22,1,1,F,E,1963,6
River Plate,Nacional,1963-06-22,1,1,F,E,1963,6
CA Penarol,CA Cerro,1963-06-29,2,0,F,L,1963,6
Central Espanol,Montevideo Wanderers,1963-06-29,1,4,F,V,1963,6
Defensor Sporting,Danubio,1963-06-29,3,0,F,L,1963,6
Liverpool,Bella Vista,1963-06-29,3,0,F,L,1963,6
Nacional,Club Social Y Deportivo Huracan Buceo,1963-06-29,1,1,F,E,1963,6
River Plate,Rentistas,1963-06-29,0,1,F,V,1963,6
Bella Vista,CA Penarol,1963-08-03,1,2,F,V,1963,8
CA Cerro,Central Espanol,1963-08-03,3,1,F,L,1963,8
Club Social Y Deportivo Huracan Buceo,River Plate,1963-08-03,3,3,F,E,1963,8
Defensor Sporting,Nacional,1963-08-03,1,2,F,V,1963,8
Montevideo Wanderers,Liverpool,1963-08-03,1,1,F,E,1963,8
Rentistas,Danubio,1963-08-03,2,2,F,E,1963,8
Bella Vista,Central Espanol,1963-08-10,0,1,F,V,1963,8
CA Cerro,Danubio,1963-08-10,0,1,F,V,1963,8
Club Social Y Deportivo Huracan Buceo,Liverpool,1963-08-10,1,2,F,V,1963,8
Nacional,CA Penarol,1963-08-10,1,1,F,E,1963,8
Rentistas,Montevideo Wanderers,1963-08-10,1,1,F,E,1963,8
River Plate,Defensor Sporting,1963-08-10,1,3,F,V,1963,8
Bella Vista,River Plate,1963-08-17,0,1,F,V,1963,8
CA Cerro,Rentistas,1963-08-17,2,1,F,L,1963,8
Danubio,Nacional,1963-08-17,1,1,F,E,1963,8
Defensor Sporting,Central Espanol,1963-08-17,1,0,F,L,1963,8
Liverpool,CA Penarol,1963-08-17,1,2,F,V,1963,8
Montevideo Wanderers,Club Social Y Deportivo Huracan Buceo,1963-08-17,1,2,F,V,1963,8
Bella Vista,Danubio,1963-08-24,0,3,F,V,1963,8
CA Cerro,River Plate,1963-08-24,0,1,F,V,1963,8
Central Espanol,Club Social Y Deportivo Huracan Buceo,1963-08-24,1,4,F,V,1963,8
Defensor Sporting,Liverpool,1963-08-24,3,1,F,L,1963,8
Montevideo Wanderers,Nacional,1963-08-24,0,0,F,E,1963,8
Rentistas,CA Penarol,1963-08-24,0,0,F,E,1963,8
CA Penarol,CA Cerro,1964-03-07,1,0,F,L,1964,3
Defensor Sporting,CA Fenix,1964-03-07,1,0,F,L,1964,3
Institucion Atletica Sud America,Racing Club,1964-03-07,1,1,F,E,1964,3
Nacional,Danubio,1964-03-07,2,1,F,L,1964,3
Rampla Juniors Futbol Club,Montevideo Wanderers,1964-03-07,2,1,F,L,1964,3
CA Penarol,Institucion Atletica Sud America,1964-03-14,2,0,F,L,1964,3
Danubio,CA Fenix,1964-03-14,2,0,F,L,1964,3
Montevideo Wanderers,Defensor Sporting,1964-03-14,1,0,F,L,1964,3
Nacional,Racing Club,1964-03-14,3,0,F,L,1964,3
Rampla Juniors Futbol Club,CA Cerro,1964-03-14,1,1,F,E,1964,3
CA Cerro,Danubio,1964-03-21,4,2,F,L,1964,3
CA Penarol,Montevideo Wanderers,1964-03-21,2,1,F,L,1964,3
Defensor Sporting,Racing Club,1964-03-21,2,1,F,L,1964,3
Institucion Atletica Sud America,CA Fenix,1964-03-21,0,0,F,E,1964,3
Nacional,Rampla Juniors Futbol Club,1964-03-21,1,0,F,L,1964,3
CA Cerro,Racing Club,1964-03-28,1,0,F,L,1964,3
CA Penarol,CA Fenix,1964-03-28,5,0,F,L,1964,3
Danubio,Rampla Juniors Futbol Club,1964-03-28,2,2,F,E,1964,3
Montevideo Wanderers,Institucion Atletica Sud America,1964-03-28,3,3,F,E,1964,3
Nacional,Defensor Sporting,1964-03-28,3,2,F,L,1964,3
CA Cerro,Defensor Sporting,1964-04-04,0,0,F,E,1964,4
CA Fenix,Racing Club,1964-04-04,3,1,F,L,1964,4
CA Penarol,Rampla Juniors Futbol Club,1964-04-04,4,2,F,L,1964,4
Institucion Atletica Sud America,Danubio,1964-04-04,3,1,F,L,1964,4
Nacional,Montevideo Wanderers,1964-04-04,0,0,F,E,1964,4
CA Penarol,Defensor Sporting,1964-04-11,2,1,F,L,1964,4
Montevideo Wanderers,CA Cerro,1964-04-11,3,1,F,L,1964,4
Nacional,CA Fenix,1964-04-11,3,0,F,L,1964,4
Racing Club,Danubio,1964-04-11,2,2,F,E,1964,4
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1964-04-11,3,1,F,L,1964,4
CA Penarol,Danubio,1964-04-18,6,2,F,L,1964,4
Institucion Atletica Sud America,Defensor Sporting,1964-04-18,3,2,F,L,1964,4
Montevideo Wanderers,CA Fenix,1964-04-18,0,0,F,E,1964,4
Nacional,CA Cerro,1964-04-18,1,0,F,L,1964,4
Rampla Juniors Futbol Club,Racing Club,1964-04-18,3,0,F,L,1964,4
CA Cerro,Institucion Atletica Sud America,1964-04-25,2,0,F,L,1964,4
CA Penarol,Nacional,1964-04-25,2,1,F,L,1964,4
Danubio,Defensor Sporting,1964-04-25,1,0,F,L,1964,4
Montevideo Wanderers,Racing Club,1964-04-25,1,0,F,L,1964,4
Rampla Juniors Futbol Club,CA Fenix,1964-04-25,3,2,F,L,1964,4
CA Cerro,CA Fenix,1964-05-02,3,0,F,L,1964,5
CA Penarol,Racing Club,1964-05-02,0,0,F,E,1964,5
Danubio,Montevideo Wanderers,1964-05-02,1,1,F,E,1964,5
Institucion Atletica Sud America,Nacional,1964-05-02,1,0,F,L,1964,5
Rampla Juniors Futbol Club,Defensor Sporting,1964-05-02,0,0,F,E,1964,5
CA Cerro,CA Penarol,1964-05-09,0,2,F,V,1964,5
CA Fenix,Defensor Sporting,1964-05-09,1,1,F,E,1964,5
Danubio,Nacional,1964-05-09,2,2,F,E,1964,5
Montevideo Wanderers,Rampla Juniors Futbol Club,1964-05-09,4,3,F,L,1964,5
Racing Club,Institucion Atletica Sud America,1964-05-09,0,1,F,V,1964,5
CA Cerro,Rampla Juniors Futbol Club,1964-05-16,2,2,F,E,1964,5
CA Fenix,Danubio,1964-05-16,1,2,F,V,1964,5
Defensor Sporting,Montevideo Wanderers,1964-05-16,1,1,F,E,1964,5
Institucion Atletica Sud America,CA Penarol,1964-05-16,0,1,F,V,1964,5
Racing Club,Nacional,1964-05-16,2,2,F,E,1964,5
CA Fenix,Institucion Atletica Sud America,1964-05-23,2,4,F,V,1964,5
Danubio,CA Cerro,1964-05-23,1,3,F,V,1964,5
Montevideo Wanderers,CA Penarol,1964-05-23,1,1,F,E,1964,5
Racing Club,Defensor Sporting,1964-05-23,0,1,F,V,1964,5
Rampla Juniors Futbol Club,Nacional,1964-05-23,1,0,F,L,1964,5
CA Fenix,CA Penarol,1964-05-30,0,1,F,V,1964,5
Defensor Sporting,Nacional,1964-05-30,0,2,F,V,1964,5
Institucion Atletica Sud America,Montevideo Wanderers,1964-05-30,3,1,F,L,1964,5
Racing Club,CA Cerro,1964-05-30,1,2,F,V,1964,5
Rampla Juniors Futbol Club,Danubio,1964-05-30,4,1,F,L,1964,5
Danubio,Institucion Atletica Sud America,1964-06-06,2,0,F,L,1964,6
Defensor Sporting,CA Cerro,1964-06-06,1,1,F,E,1964,6
Montevideo Wanderers,Nacional,1964-06-06,1,0,F,L,1964,6
Racing Club,CA Fenix,1964-06-06,2,1,F,L,1964,6
Rampla Juniors Futbol Club,CA Penarol,1964-06-06,1,2,F,V,1964,6
CA Cerro,Montevideo Wanderers,1964-06-13,1,0,F,L,1964,6
CA Fenix,Nacional,1964-06-13,4,3,F,L,1964,6
Danubio,Racing Club,1964-06-13,2,3,F,V,1964,6
Defensor Sporting,CA Penarol,1964-06-13,1,3,F,V,1964,6
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1964-06-13,0,3,F,V,1964,6
CA Cerro,Nacional,1964-06-20,0,3,F,V,1964,6
CA Fenix,Montevideo Wanderers,1964-06-20,3,3,F,E,1964,6
Danubio,CA Penarol,1964-06-20,0,4,F,V,1964,6
Defensor Sporting,Institucion Atletica Sud America,1964-06-20,0,2,F,V,1964,6
Racing Club,Rampla Juniors Futbol Club,1964-06-20,1,0,F,L,1964,6
CA Fenix,Rampla Juniors Futbol Club,1964-06-27,0,1,F,V,1964,6
Defensor Sporting,Danubio,1964-06-27,1,1,F,E,1964,6
Institucion Atletica Sud America,CA Cerro,1964-06-27,1,1,F,E,1964,6
Nacional,CA Penarol,1964-06-27,0,2,F,V,1964,6
Racing Club,Montevideo Wanderers,1964-06-27,1,3,F,V,1964,6
CA Fenix,CA Cerro,1964-08-01,1,0,F,L,1964,8
Defensor Sporting,Rampla Juniors Futbol Club,1964-08-01,2,4,F,V,1964,8
Montevideo Wanderers,Danubio,1964-08-01,1,0,F,L,1964,8
Nacional,Institucion Atletica Sud America,1964-08-01,3,2,F,L,1964,8
Racing Club,CA Penarol,1964-08-01,1,2,F,V,1964,8
CA Fenix,Danubio,1965-03-06,3,0,F,L,1965,3
CA Penarol,Rampla Juniors Futbol Club,1965-03-06,1,0,F,L,1965,3
Colon FC,Institucion Atletica Sud America,1965-03-06,1,0,F,L,1965,3
Nacional,CA Cerro,1965-03-06,2,1,F,L,1965,3
Racing Club,Montevideo Wanderers,1965-03-06,2,0,F,L,1965,3
CA Cerro,Racing Club,1965-03-13,4,0,F,L,1965,3
CA Fenix,Nacional,1965-03-13,1,1,F,E,1965,3
CA Penarol,Danubio,1965-03-13,2,1,F,L,1965,3
Montevideo Wanderers,Colon FC,1965-03-13,2,1,F,L,1965,3
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1965-03-13,3,2,F,L,1965,3
CA Cerro,Rampla Juniors Futbol Club,1965-03-20,2,2,F,E,1965,3
CA Penarol,Racing Club,1965-03-20,4,1,F,L,1965,3
Colon FC,Danubio,1965-03-20,3,0,F,L,1965,3
Institucion Atletica Sud America,CA Fenix,1965-03-20,2,1,F,L,1965,3
Nacional,Montevideo Wanderers,1965-03-20,1,0,F,L,1965,3
CA Fenix,Montevideo Wanderers,1965-03-27,3,0,F,L,1965,3
CA Penarol,Colon FC,1965-03-27,5,1,F,L,1965,3
Danubio,CA Cerro,1965-03-27,0,0,F,E,1965,3
Institucion Atletica Sud America,Nacional,1965-03-27,2,0,F,L,1965,3
Racing Club,Rampla Juniors Futbol Club,1965-03-27,2,2,F,E,1965,3
CA Cerro,Colon FC,1965-04-03,2,1,F,L,1965,4
CA Penarol,Montevideo Wanderers,1965-04-03,3,0,F,L,1965,4
Danubio,Institucion Atletica Sud America,1965-04-03,4,1,F,L,1965,4
Nacional,Racing Club,1965-04-03,2,1,F,L,1965,4
Rampla Juniors Futbol Club,CA Fenix,1965-04-03,2,0,F,L,1965,4
CA Cerro,Montevideo Wanderers,1965-04-10,3,2,F,L,1965,4
CA Penarol,Institucion Atletica Sud America,1965-04-10,4,2,F,L,1965,4
Danubio,Rampla Juniors Futbol Club,1965-04-10,1,1,F,E,1965,4
Nacional,Colon FC,1965-04-10,1,0,F,L,1965,4
Racing Club,CA Fenix,1965-04-10,2,1,F,L,1965,4
CA Penarol,CA Cerro,1965-04-17,1,0,F,L,1965,4
Colon FC,CA Fenix,1965-04-17,0,0,F,E,1965,4
Institucion Atletica Sud America,Montevideo Wanderers,1965-04-17,2,1,F,L,1965,4
Nacional,Rampla Juniors Futbol Club,1965-04-17,4,1,F,L,1965,4
Racing Club,Danubio,1965-04-17,1,1,F,E,1965,4
CA Cerro,CA Fenix,1965-04-24,1,0,F,L,1965,4
CA Penarol,Nacional,1965-04-24,1,1,F,E,1965,4
Danubio,Montevideo Wanderers,1965-04-24,3,0,F,L,1965,4
Racing Club,Institucion Atletica Sud America,1965-04-24,2,0,F,L,1965,4
Rampla Juniors Futbol Club,Colon FC,1965-04-24,1,1,F,E,1965,4
CA Cerro,Institucion Atletica Sud America,1965-05-01,2,0,F,L,1965,5
CA Penarol,CA Fenix,1965-05-01,2,1,F,L,1965,5
Nacional,Danubio,1965-05-01,3,0,F,L,1965,5
Racing Club,Colon FC,1965-05-01,2,0,F,L,1965,5
Rampla Juniors Futbol Club,Montevideo Wanderers,1965-05-01,3,1,F,L,1965,5
CA Fenix,Danubio,1965-05-08,1,0,F,L,1965,5
CA Penarol,Rampla Juniors Futbol Club,1965-05-08,1,0,F,L,1965,5
Institucion Atletica Sud America,Colon FC,1965-05-08,3,0,F,L,1965,5
Nacional,CA Cerro,1965-05-08,1,1,F,E,1965,5
Racing Club,Montevideo Wanderers,1965-05-08,2,0,F,L,1965,5
CA Cerro,Racing Club,1965-05-15,2,1,F,L,1965,5
CA Penarol,Danubio,1965-05-15,4,2,F,L,1965,5
Montevideo Wanderers,Colon FC,1965-05-15,1,1,F,E,1965,5
Nacional,CA Fenix,1965-05-15,4,1,F,L,1965,5
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1965-05-15,1,1,F,E,1965,5
CA Cerro,Rampla Juniors Futbol Club,1965-05-22,1,0,F,L,1965,5
CA Fenix,Institucion Atletica Sud America,1965-05-22,1,0,F,L,1965,5
CA Penarol,Racing Club,1965-05-22,1,0,F,L,1965,5
Danubio,Colon FC,1965-05-22,4,1,F,L,1965,5
Nacional,Montevideo Wanderers,1965-05-22,2,1,F,L,1965,5
CA Cerro,Danubio,1965-05-29,2,1,F,L,1965,5
CA Fenix,Montevideo Wanderers,1965-05-29,2,2,F,E,1965,5
CA Penarol,Colon FC,1965-05-29,3,1,F,L,1965,5
Nacional,Institucion Atletica Sud America,1965-05-29,2,0,F,L,1965,5
Racing Club,Rampla Juniors Futbol Club,1965-05-29,1,1,F,E,1965,5
CA Cerro,Colon FC,1965-06-05,4,2,F,L,1965,6
CA Fenix,Rampla Juniors Futbol Club,1965-06-05,1,0,F,L,1965,6
CA Penarol,Montevideo Wanderers,1965-06-05,3,1,F,L,1965,6
Danubio,Institucion Atletica Sud America,1965-06-05,2,2,F,E,1965,6
Nacional,Racing Club,1965-06-05,4,1,F,L,1965,6
CA Cerro,Montevideo Wanderers,1965-06-12,2,1,F,L,1965,6
CA Penarol,Institucion Atletica Sud America,1965-06-12,4,2,F,L,1965,6
Danubio,Rampla Juniors Futbol Club,1965-06-12,1,1,F,E,1965,6
Nacional,Colon FC,1965-06-12,4,0,F,L,1965,6
Racing Club,CA Fenix,1965-06-12,3,1,F,L,1965,6
CA Fenix,Colon FC,1965-06-19,4,0,F,L,1965,6
CA Penarol,CA Cerro,1965-06-19,3,2,F,L,1965,6
Danubio,Racing Club,1965-06-19,3,1,F,L,1965,6
Institucion Atletica Sud America,Montevideo Wanderers,1965-06-19,1,1,F,E,1965,6
Rampla Juniors Futbol Club,Nacional,1965-06-19,1,0,F,L,1965,6
CA Cerro,CA Fenix,1965-06-26,0,0,F,E,1965,6
CA Penarol,Nacional,1965-06-26,1,1,F,E,1965,6
Danubio,Montevideo Wanderers,1965-06-26,2,1,F,L,1965,6
Racing Club,Institucion Atletica Sud America,1965-06-26,3,2,F,L,1965,6
Rampla Juniors Futbol Club,Colon FC,1965-06-26,2,0,F,L,1965,6
CA Cerro,Institucion Atletica Sud America,1965-08-07,2,1,F,L,1965,8
CA Fenix,CA Penarol,1965-08-07,1,0,F,L,1965,8
Danubio,Nacional,1965-08-07,1,0,F,L,1965,8
Montevideo Wanderers,Rampla Juniors Futbol Club,1965-08-07,2,0,F,L,1965,8
Racing Club,Colon FC,1965-08-07,2,1,F,L,1965,8
CA Cerro,CA Fenix,1966-03-05,3,1,F,L,1966,3
CA Penarol,Defensor Sporting,1966-03-05,2,0,F,L,1966,3
Institucion Atletica Sud America,Racing Club,1966-03-05,2,1,F,L,1966,3
Montevideo Wanderers,Rampla Juniors Futbol Club,1966-03-05,2,1,F,L,1966,3
Nacional,Danubio,1966-03-05,1,0,F,L,1966,3
Danubio,CA Cerro,1966-03-12,1,1,F,E,1966,3
Montevideo Wanderers,Defensor Sporting,1966-03-12,2,0,F,L,1966,3
Nacional,Institucion Atletica Sud America,1966-03-12,0,0,F,E,1966,3
Racing Club,CA Penarol,1966-03-12,2,1,F,L,1966,3
Rampla Juniors Futbol Club,CA Fenix,1966-03-12,2,1,F,L,1966,3
CA Cerro,CA Penarol,1966-03-19,1,0,F,L,1966,3
Danubio,Defensor Sporting,1966-03-19,2,0,F,L,1966,3
Montevideo Wanderers,Institucion Atletica Sud America,1966-03-19,1,1,F,E,1966,3
Nacional,CA Fenix,1966-03-19,4,0,F,L,1966,3
Rampla Juniors Futbol Club,Racing Club,1966-03-19,2,1,F,L,1966,3
CA Cerro,Defensor Sporting,1966-03-26,2,1,F,L,1966,3
CA Fenix,Institucion Atletica Sud America,1966-03-26,2,0,F,L,1966,3
CA Penarol,Rampla Juniors Futbol Club,1966-03-26,1,1,F,E,1966,3
Danubio,Racing Club,1966-03-26,2,1,F,L,1966,3
Nacional,Montevideo Wanderers,1966-03-26,1,1,F,E,1966,3
CA Fenix,CA Penarol,1966-04-02,0,0,F,E,1966,4
Defensor Sporting,Institucion Atletica Sud America,1966-04-02,1,1,F,E,1966,4
Montevideo Wanderers,Racing Club,1966-04-02,3,1,F,L,1966,4
Nacional,CA Cerro,1966-04-02,2,1,F,L,1966,4
Rampla Juniors Futbol Club,Danubio,1966-04-02,0,0,F,E,1966,4
CA Penarol,Montevideo Wanderers,1966-04-09,3,0,F,L,1966,4
Danubio,CA Fenix,1966-04-09,1,0,F,L,1966,4
Defensor Sporting,Racing Club,1966-04-09,1,1,F,E,1966,4
Institucion Atletica Sud America,CA Cerro,1966-04-09,0,0,F,E,1966,4
Nacional,Rampla Juniors Futbol Club,1966-04-09,2,0,F,L,1966,4
CA Fenix,Montevideo Wanderers,1966-04-16,2,1,F,L,1966,4
CA Penarol,Danubio,1966-04-16,1,0,F,L,1966,4
Nacional,Defensor Sporting,1966-04-16,2,0,F,L,1966,4
Racing Club,CA Cerro,1966-04-16,1,0,F,L,1966,4
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1966-04-16,3,1,F,L,1966,4
CA Fenix,Racing Club,1966-04-23,1,1,F,E,1966,4
Danubio,Institucion Atletica Sud America,1966-04-23,2,0,F,L,1966,4
Montevideo Wanderers,CA Cerro,1966-04-23,2,1,F,L,1966,4
Nacional,CA Penarol,1966-04-23,0,0,F,E,1966,4
Rampla Juniors Futbol Club,Defensor Sporting,1966-04-23,2,1,F,L,1966,4
CA Cerro,Rampla Juniors Futbol Club,1966-04-30,0,0,F,E,1966,4
CA Fenix,Defensor Sporting,1966-04-30,3,2,F,L,1966,4
CA Penarol,Institucion Atletica Sud America,1966-04-30,3,0,F,L,1966,4
Danubio,Montevideo Wanderers,1966-04-30,3,1,F,L,1966,4
Nacional,Racing Club,1966-04-30,3,0,F,L,1966,4
CA Fenix,CA Cerro,1966-05-07,0,1,F,V,1966,5
Danubio,Nacional,1966-05-07,1,0,F,L,1966,5
Defensor Sporting,CA Penarol,1966-05-07,0,3,F,V,1966,5
Racing Club,Institucion Atletica Sud America,1966-05-07,1,3,F,V,1966,5
Rampla Juniors Futbol Club,Montevideo Wanderers,1966-05-07,1,0,F,L,1966,5
CA Cerro,Danubio,1966-05-14,1,1,F,E,1966,5
CA Fenix,Rampla Juniors Futbol Club,1966-05-14,1,2,F,V,1966,5
CA Penarol,Racing Club,1966-05-14,4,3,F,L,1966,5
Defensor Sporting,Montevideo Wanderers,1966-05-14,1,0,F,L,1966,5
Institucion Atletica Sud America,Nacional,1966-05-14,1,1,F,E,1966,5
CA Fenix,Nacional,1966-05-21,0,3,F,V,1966,5
CA Penarol,CA Cerro,1966-05-21,1,1,F,E,1966,5
Defensor Sporting,Danubio,1966-05-21,1,0,F,L,1966,5
Institucion Atletica Sud America,Montevideo Wanderers,1966-05-21,1,0,F,L,1966,5
Racing Club,Rampla Juniors Futbol Club,1966-05-21,0,3,F,V,1966,5
Defensor Sporting,CA Cerro,1966-05-28,0,4,F,V,1966,5
Institucion Atletica Sud America,CA Fenix,1966-05-28,2,1,F,L,1966,5
Montevideo Wanderers,Nacional,1966-05-28,0,4,F,V,1966,5
Racing Club,Danubio,1966-05-28,1,6,F,V,1966,5
Rampla Juniors Futbol Club,CA Penarol,1966-05-28,0,1,F,V,1966,5
CA Cerro,Nacional,1966-06-04,0,1,F,V,1966,6
CA Penarol,CA Fenix,1966-06-04,3,0,F,L,1966,6
Danubio,Rampla Juniors Futbol Club,1966-06-04,0,3,F,V,1966,6
Institucion Atletica Sud America,Defensor Sporting,1966-06-04,0,0,F,E,1966,6
Racing Club,Montevideo Wanderers,1966-06-04,4,1,F,L,1966,6
CA Cerro,Institucion Atletica Sud America,1966-06-11,4,0,F,L,1966,6
CA Fenix,Danubio,1966-06-11,1,1,F,E,1966,6
Montevideo Wanderers,CA Penarol,1966-06-11,1,2,F,V,1966,6
Racing Club,Defensor Sporting,1966-06-11,0,1,F,V,1966,6
Rampla Juniors Futbol Club,Nacional,1966-06-11,0,1,F,V,1966,6
CA Cerro,Racing Club,1966-06-18,6,2,F,L,1966,6
Danubio,CA Penarol,1966-06-18,1,1,F,E,1966,6
Defensor Sporting,Nacional,1966-06-18,0,0,F,E,1966,6
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1966-06-18,2,4,F,V,1966,6
Montevideo Wanderers,CA Fenix,1966-06-18,2,1,F,L,1966,6
CA Cerro,Montevideo Wanderers,1966-06-25,1,0,F,L,1966,6
CA Penarol,Nacional,1966-06-25,1,1,F,E,1966,6
Defensor Sporting,Rampla Juniors Futbol Club,1966-06-25,0,0,F,E,1966,6
Institucion Atletica Sud America,Danubio,1966-06-25,1,2,F,V,1966,6
Racing Club,CA Fenix,1966-06-25,2,1,F,L,1966,6
Defensor Sporting,CA Fenix,1966-08-06,0,0,F,E,1966,8
Institucion Atletica Sud America,CA Penarol,1966-08-06,0,4,F,V,1966,8
Montevideo Wanderers,Danubio,1966-08-06,1,1,F,E,1966,8
Racing Club,Nacional,1966-08-06,1,2,F,V,1966,8
Rampla Juniors Futbol Club,CA Cerro,1966-08-06,2,4,F,V,1966,8
CA Cerro,Rampla Juniors Futbol Club,1967-03-04,1,0,F,L,1967,3
CA Penarol,Defensor Sporting,1967-03-04,1,0,F,L,1967,3
Danubio,Institucion Atletica Sud America,1967-03-04,2,0,F,L,1967,3
Nacional,Liverpool,1967-03-04,3,1,F,L,1967,3
Racing Club,CA Fenix,1967-03-04,0,0,F,E,1967,3
CA Cerro,Institucion Atletica Sud America,1967-03-11,2,1,F,L,1967,3
CA Penarol,Racing Club,1967-03-11,7,1,F,L,1967,3
Defensor Sporting,Danubio,1967-03-11,1,0,F,L,1967,3
Nacional,CA Fenix,1967-03-11,1,1,F,E,1967,3
Rampla Juniors Futbol Club,Liverpool,1967-03-11,1,0,F,L,1967,3
CA Cerro,CA Fenix,1967-03-18,2,1,F,L,1967,3
CA Penarol,Institucion Atletica Sud America,1967-03-18,4,0,F,L,1967,3
Defensor Sporting,Liverpool,1967-03-18,2,1,F,L,1967,3
Nacional,Danubio,1967-03-18,2,1,F,L,1967,3
Racing Club,Rampla Juniors Futbol Club,1967-03-18,0,0,F,E,1967,3
CA Penarol,Rampla Juniors Futbol Club,1967-03-25,4,2,F,L,1967,3
Danubio,Liverpool,1967-03-25,1,1,F,E,1967,3
Defensor Sporting,CA Fenix,1967-03-25,2,0,F,L,1967,3
Nacional,CA Cerro,1967-03-25,2,1,F,L,1967,3
Racing Club,Institucion Atletica Sud America,1967-03-25,1,0,F,L,1967,3
CA Cerro,Defensor Sporting,1967-04-01,2,0,F,L,1967,4
CA Penarol,Danubio,1967-04-01,1,0,F,L,1967,4
Liverpool,Racing Club,1967-04-01,0,0,F,E,1967,4
Nacional,Institucion Atletica Sud America,1967-04-01,1,0,F,L,1967,4
Rampla Juniors Futbol Club,CA Fenix,1967-04-01,1,0,F,L,1967,4
CA Fenix,Liverpool,1967-04-08,1,0,F,L,1967,4
CA Penarol,CA Cerro,1967-04-08,2,0,F,L,1967,4
Danubio,Racing Club,1967-04-08,2,1,F,L,1967,4
Defensor Sporting,Institucion Atletica Sud America,1967-04-08,2,2,F,E,1967,4
Rampla Juniors Futbol Club,Nacional,1967-04-08,3,0,F,L,1967,4
CA Penarol,Liverpool,1967-04-15,4,0,F,L,1967,4
Danubio,CA Fenix,1967-04-15,3,2,F,L,1967,4
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1967-04-15,2,1,F,L,1967,4
Nacional,Defensor Sporting,1967-04-15,2,1,F,L,1967,4
Racing Club,CA Cerro,1967-04-15,0,0,F,E,1967,4
Institucion Atletica Sud America,CA Fenix,1967-04-22,1,0,F,L,1967,4
Liverpool,CA Cerro,1967-04-22,1,1,F,E,1967,4
Nacional,CA Penarol,1967-04-22,0,0,F,E,1967,4
Racing Club,Defensor Sporting,1967-04-22,0,0,F,E,1967,4
Rampla Juniors Futbol Club,Danubio,1967-04-22,0,0,F,E,1967,4
CA Penarol,CA Fenix,1967-04-29,4,0,F,L,1967,4
Danubio,CA Cerro,1967-04-29,1,0,F,L,1967,4
Defensor Sporting,Rampla Juniors Futbol Club,1967-04-29,2,1,F,L,1967,4
Liverpool,Institucion Atletica Sud America,1967-04-29,3,1,F,L,1967,4
Nacional,Racing Club,1967-04-29,0,0,F,E,1967,4
CA Fenix,Racing Club,1967-05-06,2,4,F,V,1967,5
Defensor Sporting,CA Penarol,1967-05-06,0,2,F,V,1967,5
Institucion Atletica Sud America,Danubio,1967-05-06,1,0,F,L,1967,5
Liverpool,Nacional,1967-05-06,1,4,F,V,1967,5
Rampla Juniors Futbol Club,CA Cerro,1967-05-06,3,2,F,L,1967,5
