date,home,away,winner,model,joint_log_E,log_probability_E,joint_log_L,log_probability_L,joint_log_V,log_probability_V
2024-09-29,Montevideo Wanderers,Danubio,E,NB propio,-12.483938208687503,-1.3842627815212083,-11.99111862303572,-0.8914431958694244,-12.180168665794948,-1.0804932386286534
2024-09-29,River Plate,CA Fenix,L,NB propio,-11.551342521442788,-0.8986426592225065,-12.280738938494483,-1.6280390762742023,-11.577617806792821,-0.92491794457254
2024-09-30,CA Progreso,Nacional,V,NB propio,-11.983297383315845,-2.1044673335416206,-13.437578507570539,-3.558748457796314,-10.041802063131115,-0.1629720133568906
2024-10-01,CA Penarol,Racing Club,E,NB propio,-12.72124059571426,-2.3405794223645735,-10.505244760097344,-0.1245835867476579,-14.250405766433344,-3.8697445930836576
2024-10-04,River Plate,Liverpool,E,NB propio,-11.756536753736484,-0.8933220294714346,-11.761972283967228,-0.8987575597021795,-12.55804124694737,-1.6948265226823214
2024-10-05,Boston River,Montevideo Wanderers,L,NB propio,-12.54946573106515,-1.475954166222735,-12.197482695238469,-1.123971130396054,-11.87993316584685,-0.8064216010044358
2024-10-05,CA Cerro,Miramar Misiones,V,NB propio,-11.48808640815065,-0.817458887453677,-11.824752453268065,-1.1541249325710918,-12.084850760327166,-1.4142232396301928
2024-10-05,Danubio,Defensor Sporting,E,NB propio,-11.882224552576208,-1.2451254120484574,-11.164764485788776,-0.5276653452610258,-12.73989581093611,-2.1027966704083596
2024-10-05,Racing Club,Cerro Largo FC,E,NB propio,-11.797625343409123,-1.0333222376358204,-11.552075458209057,-0.7877723524357538,-12.428618597280268,-1.6643154915069651
2024-10-06,CA Fenix,Rampla Juniors Futbol Club,L,NB propio,-12.023651471242982,-1.2412052514159875,-12.807296847035452,-2.0248506272084583,-11.328984013189308,-0.5465377933623135
2024-10-06,Deportivo Maldonado,CA Progreso,E,NB propio,-12.303696687751192,-0.9606286906053914,-12.253142344835421,-0.9100743476896209,-12.88086705651175,-1.53779905936595
2024-10-06,Nacional,CA Penarol,L,NB propio,-12.71357983842863,-1.7039418688771217,-11.511737227277669,-0.5020992577261598,-12.557151202314348,-1.5475132327628387
2024-10-11,Liverpool,CA Fenix,V,NB propio,-11.74476879331765,-0.8479124094074955,-12.151487124588751,-1.2546307406785964,-12.146835661153814,-1.2499792772436589
2024-10-12,CA Penarol,Deportivo Maldonado,L,NB propio,-12.881566277589892,-3.0795503133048943,-9.852474212010845,-0.05045824772584773,-15.538390084205886,-5.736374119920889
2024-10-12,CA Progreso,Danubio,E,NB propio,-11.885599088290308,-1.780024266880254,-13.27938443168836,-3.1738096102783064,-10.34190232532223,-0.23632750391217705
2024-10-12,Defensor Sporting,Boston River,V,NB propio,-11.777870086841377,-1.565575644794455,-12.321010045022264,-2.1087156029753427,-10.613311663998871,-0.40101722195194967
2024-10-12,Rampla Juniors Futbol Club,CA Cerro,E,NB propio,-11.97134575157393,-0.9895220317119797,-11.69272677325057,-0.7109030533886198,-12.969267852063826,-1.987444132201876
2024-10-13,Cerro Largo FC,Nacional,V,NB propio,-11.82190589876665,-2.023138731683561,-13.316583489040525,-3.5178163219574365,-9.975389661646616,-0.17662249456352797
2024-10-13,Miramar Misiones,Racing Club,E,NB propio,-11.9516130069274,-1.2028518457135515,-12.356135732916425,-1.607374571702577,-11.443408607235755,-0.6946474460219072
2024-10-13,Montevideo Wanderers,River Plate,V,NB propio,-12.31081577028567,-0.9627232062864248,-12.283542834905026,-0.9354502709057808,-12.836467241810855,-1.4883746778116098
2024-10-15,Liverpool,Montevideo Wanderers,E,NB propio,-11.532404164643324,-0.839434069424355,-11.739453634857131,-1.046483539638162,-12.221405921301967,-1.5284358260829976
2024-10-16,Boston River,CA Progreso,L,NB propio,-12.587911395962346,-1.708375411259972,-11.152284430490516,-0.2727484457881424,-13.734535166089746,-2.854999181387372
2024-10-16,Danubio,CA Penarol,V,NB propio,-12.162661722805952,-1.6636365120905658,-12.5864162947875,-2.087391084072113,-10.875114600655323,-0.3760893899399367
2024-10-16,Racing Club,Rampla Juniors Futbol Club,L,NB propio,-11.885672889723823,-1.2450462607108435,-11.161516366879477,-0.5208897378664972,-12.777014498590656,-2.1363878695776766
2024-10-17,CA Fenix,CA Cerro,V,NB propio,-12.036873273951572,-0.9855066512223871,-11.899090845453319,-0.8477242227241337,-12.669032352115728,-1.6176657293865428
2024-10-17,Cerro Largo FC,Deportivo Maldonado,L,NB propio,-11.743178401366597,-0.9242419921503444,-11.595131909401491,-0.7761955001852385,-12.763745284003981,-1.9448088747877286
2024-10-17,River Plate,Defensor Sporting,V,NB propio,-11.803076153016896,-0.9095596771473904,-12.26150492218989,-1.3679884463203837,-11.96447505972183,-1.070958583852324
2024-10-18,Nacional,Miramar Misiones,L,NB propio,-12.783362750042484,-2.3708906191376258,-10.5399882708998,-0.12751613999494182,-14.049773525325982,-3.637301394421124
2024-10-19,CA Progreso,River Plate,L,NB propio,-12.149375963786238,-0.9510183287927081,-12.236368428123548,-1.0380107931300184,-12.54737883434384,-1.349021199350311
2024-10-20,CA Cerro,Racing Club,E,NB propio,-11.76031370326245,-1.2546029201390478,-12.715336153626616,-2.2096253705032147,-11.00812326663332,-0.502412483509918
2024-10-20,CA Penarol,Boston River,L,NB propio,-12.873471380331027,-1.9409272747128146,-11.234768186577133,-0.3022240809589203,-13.075932730513703,-2.14338862489549
2024-10-20,Cerro Largo FC,Danubio,E,NB propio,-11.560631933536214,-0.8741480994854722,-11.650032164930888,-0.9635483308801458,-12.289710868317405,-1.6032270342666628
2024-10-20,Rampla Juniors Futbol Club,Nacional,L,NB propio,-11.618862220117082,-1.9252484976187478,-12.977112117448737,-3.283498394950403,-9.896141692590547,-0.20252797009221268
2024-10-21,Miramar Misiones,Deportivo Maldonado,L,NB propio,-11.981044462577731,-0.9233861040858589,-12.030264980794255,-0.9726066223023828,-12.550505477816685,-1.4928471193248125
2024-10-21,Montevideo Wanderers,CA Fenix,V,NB propio,-11.611830795315278,-0.9225477375720725,-12.194719511065951,-1.505436453322746,-11.655356189741367,-0.9660731319981615
2024-10-22,Defensor Sporting,Liverpool,L,NB propio,-12.142556531432618,-1.7925017847120195,-10.575513093096703,-0.2254583463761044,-13.69373724792298,-3.343682501202382
2024-11-01,Deportivo Maldonado,Rampla Juniors Futbol Club,E,NB propio,-11.892982869713478,-0.901244969052529,-12.21044773651574,-1.2187098358547903,-12.20131007276533,-1.2095721721043802
2024-11-02,Danubio,Miramar Misiones,L,NB propio,-11.78302725677186,-0.952481261790254,-11.810558383637542,-0.9800123886559362,-12.26221041299115,-1.4316644180095448
2024-11-02,Nacional,CA Cerro,L,NB propio,-12.430569464173676,-2.5513905012336693,-9.970154636841073,-0.09097567390106676,-14.591165181899106,-4.711986218959099
2024-11-03,Boston River,Cerro Largo FC,L,NB propio,-12.43843156201899,-1.440159513654148,-11.516550636012155,-0.5182785876473144,-12.784654874683266,-1.786382826318425
2024-11-03,CA Fenix,Racing Club,V,NB propio,-11.73658422665551,-1.096848343637241,-11.324849745324745,-0.6851138623064763,-12.459615050262082,-1.8198791672438137
2024-11-03,Liverpool,CA Progreso,L,NB propio,-11.51194198061167,-0.8035160812108195,-12.00873755282727,-1.3003116534264194,-11.982101584444466,-1.2736756850436155
2024-11-03,River Plate,CA Penarol,V,NB propio,-12.09035624435248,-1.8682174757148484,-13.253803319739692,-3.031664551102061,-10.44858014826682,-0.22644137962918975
2024-11-04,Montevideo Wanderers,Defensor Sporting,E,NB propio,-11.90689396057158,-1.8130174520612954,-13.412177964558357,-3.318301456048072,-10.31623955660515,-0.2223630480948664
