date,home,away,winner,model,joint_log_E,log_probability_E,joint_log_L,log_probability_L,joint_log_V,log_probability_V
2024-04-06,River Plate,Montevideo Wanderers,L,NB propio,-12.083934225405903,-1.5238298621500377,-10.864964715148462,-0.3048603518925965,-13.663470223012684,-3.103365859756819
2024-04-07,CA Cerro,Rampla Juniors Futbol Club,L,NB propio,-12.118560618849653,-0.8756356678577717,-12.163372280183296,-0.9204473291914148,-12.929988946820856,-1.687063995828975
2024-04-07,CA Fenix,Liverpool,V,NB propio,-11.928080755707953,-0.9443264321604712,-12.464071650574503,-1.4803173270270218,-11.94218804030512,-0.9584337167576393
2024-04-07,Deportivo Maldonado,CA Penarol,V,NB propio,-12.155883766730126,-2.165199477018099,-13.460167391942441,-3.4694831022304147,-10.148344648318723,-0.15766035860669625
2024-04-13,CA Cerro,CA Fenix,E,NB propio,-11.919786657280715,-1.1445726455840433,-11.274616715704713,-0.4994027040080411,-13.368860045894532,-2.59364603419786
2024-04-13,CA Progreso,Boston River,L,NB propio,-12.533277099423065,-1.525061268175909,-12.035045766834147,-1.0268299355869903,-11.865643999623103,-0.8574281683759466
2024-04-14,CA Penarol,Danubio,L,NB propio,-12.841283282211391,-2.890762341187811,-10.012849245160757,-0.062328304137176715,-15.270722165645527,-5.320201224621947
2024-04-14,Defensor Sporting,River Plate,L,NB propio,-12.29637801319455,-1.4151765529382931,-11.42724939641888,-0.5460479361626227,-12.607831790279771,-1.7266303300235144
2024-04-14,Deportivo Maldonado,Cerro Largo FC,V,NB propio,-12.148852341928322,-1.0515674149227419,-12.677774785559656,-1.5804898585540759,-11.907559145469547,-0.8102742184639666
2024-04-14,Rampla Juniors Futbol Club,Racing Club,V,NB propio,-11.89106966811466,-0.8305858115064808,-12.351240158635175,-1.2907563020269954,-12.301316350427646,-1.2408324938194664
2024-04-16,Montevideo Wanderers,Liverpool,V,NB propio,-11.70784680081194,-0.8078222348714288,-12.120677671863614,-1.2206531059231036,-12.250431963074432,-1.350407397133921
2024-04-17,Miramar Misiones,Nacional,V,NB propio,-11.976802188138533,-1.6953782748680304,-13.284467897311405,-3.003043984040902,-10.546908240697704,-0.26548432742720074
2024-04-19,Liverpool,Defensor Sporting,E,NB propio,-11.9942423065471,-1.1967504923001062,-11.694455939903388,-0.8969641256563943,-12.035298470351213,-1.237806656104219
2024-04-19,Racing Club,CA Cerro,E,NB propio,-11.666442451292358,-0.926159216112115,-11.696021203983722,-0.9557379688034793,-12.257143286929663,-1.5168600517494202
2024-04-20,Boston River,CA Penarol,V,NB propio,-12.457634748154378,-1.7012469488405149,-12.531241631169555,-1.7748538318556921,-11.190196972062537,-0.43380917274867414
2024-04-20,Danubio,Cerro Largo FC,E,NB propio,-11.883673904127694,-0.8734723001578928,-12.46734842977125,-1.4571468258014484,-12.061164887532223,-1.0509632835624227
2024-04-20,Nacional,Rampla Juniors Futbol Club,L,NB propio,-12.719101531662288,-2.7792978860361046,-10.009512471273508,-0.06970882564732506,-15.188841325310502,-5.249037679684319
2024-04-21,CA Fenix,Montevideo Wanderers,V,NB propio,-12.270910535886213,-0.9604716624731893,-12.708893957458791,-1.398455084045768,-12.303855178207577,-0.9934163047945539
2024-04-21,Deportivo Maldonado,Miramar Misiones,V,NB propio,-11.937011335111912,-0.9644678626300962,-11.824334938391928,-0.8517914659101127,-12.621949094491994,-1.6494056220101783
2024-04-21,River Plate,CA Progreso,E,NB propio,-11.532039825458165,-1.6168268023120635,-12.637954512375991,-2.7227414892298896,-10.222039961255724,-0.3068269381096229
2024-04-24,Rampla Juniors Futbol Club,Defensor Sporting,L,NB propio,-12.028868699990852,-1.2384720843513684,-12.99286350493822,-2.202466889298737,-11.301817194159382,-0.511420578519898
2024-04-27,Cerro Largo FC,Boston River,L,NB propio,-11.17596030395973,-0.865002833823663,-11.712498567712679,-1.4015410975766116,-11.411374143975948,-1.1004166738398808
2024-04-27,Rampla Juniors Futbol Club,Deportivo Maldonado,E,NB propio,-12.546902506337883,-1.1981578710576333,-11.823623070181924,-0.47487843490167414,-13.921960961640416,-2.573216326360166
2024-04-28,CA Cerro,Nacional,V,NB propio,-11.9629680664178,-1.8391876508000866,-12.98015854363832,-2.856378128020607,-10.36766642472892,-0.2438860091112076
2024-04-28,CA Progreso,Liverpool,L,NB propio,-12.529990863793435,-1.4719018007332387,-11.679423456229559,-0.6213343931693629,-12.5135865257702,-1.4554974627100048
2024-04-28,Miramar Misiones,Danubio,V,NB propio,-11.912245032414882,-0.9413423097668048,-12.097107433680748,-1.1262047110326705,-12.223944749081898,-1.2530420264338211
2024-04-29,Defensor Sporting,Montevideo Wanderers,E,NB propio,-12.230575706467512,-1.3673143630628264,-11.280425375234294,-0.4171640318296088,-13.313223458383723,-2.449962114979037
2024-04-29,Racing Club,CA Fenix,L,NB propio,-12.149461747783546,-1.4436810772179651,-11.071328787351211,-0.3655481167856305,-13.363234723064586,-2.6574540524990056
2024-04-30,CA Penarol,River Plate,L,NB propio,-12.430569464173676,-2.5513905012336693,-9.970154636841073,-0.09097567390106676,-14.591165181899106,-4.711986218959099
2024-05-03,Danubio,Rampla Juniors Futbol Club,E,NB propio,-11.54013472271703,-0.973611954791826,-11.255660537809703,-0.6891377698844998,-12.684497314947908,-2.1179745470227047
2024-05-03,Liverpool,CA Penarol,E,NB propio,-12.382422115467241,-1.6923481864615812,-12.882341513383048,-2.1922675843773884,-11.040695803402592,-0.35062187439693204
2024-05-04,Boston River,Miramar Misiones,L,NB propio,-11.553613930528293,-0.8813137413016747,-12.031116525470814,-1.358816336244196,-11.784615260379065,-1.1123150711524463
2024-05-04,Montevideo Wanderers,CA Progreso,L,NB propio,-12.270357263493183,-1.6053706815947422,-13.268697214049045,-2.6037106321506034,-10.986313121328024,-0.3213265394295828
2024-05-04,Nacional,Racing Club,L,NB propio,-12.802837617314195,-1.983243091803427,-11.058047509908706,-0.23845298439793794,-13.416120165402631,-2.5965256398918637
2024-05-05,CA Fenix,Defensor Sporting,V,NB propio,-11.733091327811081,-0.9251278366970759,-12.487416777216275,-1.6794532861022695,-11.682528544565974,-0.8745650534519687
2024-05-05,Deportivo Maldonado,CA Cerro,L,NB propio,-11.9551050240417,-0.994602374841838,-12.245191247318195,-1.2846885981183327,-12.000677831657967,-1.0401751824581051
2024-05-05,River Plate,Cerro Largo FC,V,NB propio,-11.684899942558758,-0.9379514190315561,-11.578592865292666,-0.8316443417654646,-12.500035986605903,-1.7530874630787014
2024-05-11,CA Cerro,Danubio,L,NB propio,-11.308898301962103,-0.8107341034650979,-11.669266181235482,-1.1711019827384774,-11.902853615388397,-1.404689416891392
2024-05-11,CA Penarol,Montevideo Wanderers,L,NB propio,-12.866439955529223,-2.5111381655587213,-10.452375580194346,-0.09707379022384366,-14.835147227664526,-4.479845437694024
2024-05-11,Miramar Misiones,River Plate,E,NB propio,-12.143805145848795,-0.9096537136903855,-12.530111385535957,-1.2959599533775474,-12.362085528312395,-1.1279340961539859
2024-05-11,Nacional,CA Fenix,V,NB propio,-12.881566277589892,-3.0795503133048943,-9.852474212010845,-0.05045824772584773,-15.538390084205886,-5.736374119920889
2024-05-11,Racing Club,Deportivo Maldonado,V,NB propio,-11.95751688531152,-1.2090384081075172,-11.275106417508521,-0.5266279403045182,-12.947400125479623,-2.19892164827562
2024-05-12,CA Progreso,Defensor Sporting,V,NB propio,-12.202897668847902,-1.3249053914446147,-12.289715541048102,-1.4117232636448147,-11.590426318923349,-0.7124340415200621
2024-05-12,Liverpool,Cerro Largo FC,L,NB propio,-12.384857499693888,-1.25740862537703,-12.08949419094134,-0.9620453166244811,-12.225563035156053,-1.098114160839195
2024-05-12,Rampla Juniors Futbol Club,Boston River,V,NB propio,-11.875233944821584,-0.8710424940530466,-11.98427594174142,-0.9800844909728816,-12.583073059204423,-1.5788816084358857
2024-05-18,CA Fenix,CA Progreso,L,NB propio,-12.271181712718187,-1.0804004051335934,-12.846550399749749,-1.6557690921651549,-11.946665373205711,-0.7558840656211174
2024-05-18,Defensor Sporting,CA Penarol,V,NB propio,-12.637937487159943,-1.6110078762412474,-12.007933091613081,-0.981003480694385,-11.881704174753786,-0.8547745638350897
2024-05-18,River Plate,Rampla Juniors Futbol Club,V,NB propio,-11.762116758166057,-0.8700184468494552,-12.136417213038845,-1.2443189017222434,-12.119957169494835,-1.2278588581782337
2024-05-19,Boston River,CA Cerro,L,NB propio,-11.982710348922055,-1.0301708021759328,-11.773640073235779,-0.8211005264896567,-12.546562889619802,-1.5940233428736796
2024-05-19,Danubio,Racing Club,V,NB propio,-11.684899942558758,-0.9379514190315561,-11.578592865292666,-0.8316443417654646,-12.500035986605903,-1.7530874630787014
2024-05-19,Montevideo Wanderers,Cerro Largo FC,L,NB propio,-12.092791628579127,-1.1863297759868718,-12.460955997297983,-1.5544941447057283,-11.633447380020286,-0.726985527428031
2024-05-20,Liverpool,Miramar Misiones,L,NB propio,-11.959588771766475,-1.2460359549728803,-11.157843507554428,-0.44429069076083394,-13.357526693621576,-2.6439738768279817
2024-05-21,Deportivo Maldonado,Nacional,V,NB propio,-12.280229220369554,-2.030841980937703,-13.167288599536475,-2.917901360104624,-10.45428817770983,-0.20490093827798006
2024-05-24,CA Penarol,CA Progreso,L,NB propio,-12.911917045228224,-2.7941565275052564,-10.18956992182918,-0.07180940410621339,-14.930534730756598,-4.812774213033631
2024-05-24,Racing Club,Boston River,V,NB propio,-12.134044607780403,-1.7720771968065154,-13.265048847990073,-2.9030814370161853,-10.616644807986445,-0.2546773970125571
2024-05-25,Liverpool,Rampla Juniors Futbol Club,V,NB propio,-11.861385244219063,-1.1014948502798045,-11.845357566443386,-1.0854671725041278,-11.868910134741672,-1.1090197408024132
2024-05-25,Miramar Misiones,Montevideo Wanderers,L,NB propio,-12.192181875610514,-2.15714637939314,-13.914467255356655,-3.8794317591392815,-10.181585259404322,-0.14654976318694857
2024-05-25,Nacional,Danubio,L,NB propio,-12.470852459552177,-2.734591516204107,-9.809779603691162,-0.07351866034309218,-14.858833100459465,-5.122572157111396
2024-05-26,CA Cerro,River Plate,L,NB propio,-12.118560618849653,-0.8756356678577717,-12.163372280183296,-0.9204473291914148,-12.929988946820856,-1.687063995828975
2024-05-26,Defensor Sporting,Cerro Largo FC,L,NB propio,-12.756015184787575,-1.9577319552138412,-10.983922072003235,-0.18563884242950124,-14.365007545771748,-3.566724316198014
2024-05-26,Deportivo Maldonado,CA Fenix,V,NB propio,-12.189135337306823,-1.0058308471182507,-12.517399752409744,-1.3340952622211724,-12.175227064029906,-0.9919225738413342
2024-06-01,Montevideo Wanderers,Rampla Juniors Futbol Club,L,NB propio,-11.873142224026518,-1.1258722754493924,-12.380240832139526,-1.6329708835624004,-11.480651293183918,-0.7333813446067925
2024-06-02,CA Fenix,CA Penarol,V,NB propio,-12.486068930133063,-1.9405767946050503,-13.2245461187291,-2.6790539832010865,-10.78406553295877,-0.23857339743075734
2024-06-02,Defensor Sporting,Miramar Misiones,L,NB propio,-12.881566277589892,-3.0795503133048943,-9.852474212010845,-0.05045824772584773,-15.538390084205886,-5.736374119920889
2024-06-02,River Plate,Racing Club,E,NB propio,-12.103434296788983,-0.8758529845203658,-12.763273648366798,-1.5356923360981813,-12.226746090279493,-0.9991647780108757
2024-06-03,Danubio,Deportivo Maldonado,E,NB propio,-12.034634866626131,-0.9536908914155333,-12.830116101253289,-1.7491721260426907,-11.90018536154471,-0.8192413863341113
2024-06-03,Liverpool,CA Cerro,V,NB propio,-12.223993375626753,-0.9983777543858601,-11.944385229832278,-0.7187696085913853,-13.162365510476032,-1.9367498892351396
2024-06-04,CA Progreso,Cerro Largo FC,V,NB propio,-12.265469324135033,-1.049134106950012,-12.751331371226051,-1.5349961540410302,-12.05034899027426,-0.8340137730892394
2024-06-05,Boston River,Nacional,V,NB propio,-12.620099494081982,-1.6533568381287775,-12.374203371906892,-1.4074607159536878,-11.539745730957922,-0.573003075004717
2024-06-08,Liverpool,Miramar Misiones,V,NB propio,-12.171520288854827,-1.3096102745758316,-11.25538269940012,-0.39347268512112343,-13.75571729882354,-2.893807284544545
2024-06-08,Montevideo Wanderers,CA Penarol,L,NB propio,-12.200781015094131,-1.6482170867014716,-12.722256827930801,-2.1696928995381413,-10.9187198301596,-0.36615590176693935
2024-06-08,Racing Club,CA Fenix,L,NB propio,-11.925882083668808,-1.6159987078089646,-13.119009398538449,-2.809126022678605,-10.60957024388259,-0.29968686802274647
2024-06-09,CA Cerro,Nacional,L,NB propio,-12.200781015094131,-1.6482170867014716,-12.722256827930801,-2.1696928995381413,-10.9187198301596,-0.36615590176693935
2024-06-09,CA Progreso,River Plate,L,NB propio,-12.353664793439183,-1.268309115439127,-11.535303357269267,-0.4499476792692114,-13.598271643680157,-2.512915965680101
2024-06-09,Cerro Largo FC,Danubio,E,NB propio,-12.01162874695243,-1.0676629051724227,-11.532351740100657,-0.5883858983206487,-13.236935770624186,-2.292969928844178
2024-06-09,Deportivo Maldonado,Defensor Sporting,V,NB propio,-12.069061372071209,-1.836842935451834,-13.121009786869696,-2.8887913502503206,-10.4742429169839,-0.24202448036452573
2024-06-11,Rampla Juniors Futbol Club,Boston River,E,NB propio,-12.003533849693566,-1.5727897787381018,-12.914645714666946,-2.483901643711482,-10.774478416932002,-0.3437343459765376
2024-06-15,Miramar Misiones,CA Cerro,L,NB propio,-12.305010396374582,-1.8704570557630316,-13.579371933869563,-3.1448185932580124,-10.65411328595492,-0.2195599453433701
2024-06-15,Nacional,Liverpool,L,NB propio,-12.96958545262479,-2.5072044782519356,-10.557386494148432,-0.0950055197755777,-15.157876294666629,-4.695495320293775
2024-06-15,River Plate,Deportivo Maldonado,E,NB propio,-12.205383013508568,-0.8813355657006436,-12.502529885256042,-1.1784824374481175,-12.604090678155675,-1.2800432303477507
2024-06-16,CA Fenix,Montevideo Wanderers,L,NB propio,-12.517941461805936,-1.3394319571457949,-12.559828105702337,-1.3813186010421958,-11.898496656906525,-0.7199871522463841
2024-06-16,CA Penarol,Racing Club,E,NB propio,-12.866439955529223,-2.5111381655587213,-10.452375580194346,-0.09707379022384366,-14.835147227664526,-4.479845437694024
2024-06-16,Danubio,Rampla Juniors Futbol Club,L,NB propio,-12.143717292167484,-0.8484391947852146,-12.602898615216887,-1.3076205178346179,-12.494414008839852,-1.1991359114575832
2024-06-16,Defensor Sporting,CA Progreso,E,NB propio,-12.752025503325827,-2.3997715792996317,-10.46653896252972,-0.11428503850352456,-14.411753202557243,-4.059499278531048
2024-06-17,Boston River,Cerro Largo FC,V,NB propio,-12.660980543205826,-2.2532141215233192,-10.536157784717231,-0.12839136303472465,-14.579214962954282,-4.171448541271776
2024-06-22,CA Cerro,Danubio,E,NB propio,-11.835685153295792,-1.4922477644934666,-10.665231847566115,-0.3217944587637902,-13.333461998161647,-2.990024609359322
2024-06-22,CA Progreso,CA Penarol,V,NB propio,-12.272500748936837,-2.144286943774155,-13.533723977608837,-3.4055101724461547,-10.29113449312344,-0.16292068796075831
2024-06-22,Deportivo Maldonado,CA Fenix,V,NB propio,-12.232464870989014,-1.969527363870446,-13.754092222206744,-3.491154715088175,-10.449253177964682,-0.18631567084611333
2024-06-22,Racing Club,Defensor Sporting,V,NB propio,-12.10384379154417,-2.03329151750485,-13.085659159396213,-3.015106885356893,-10.268935571316117,-0.1983832972767967
2024-06-23,Cerro Largo FC,Nacional,V,NB propio,-12.09035624435248,-1.8682174757148484,-13.253803319739692,-3.031664551102061,-10.44858014826682,-0.22644137962918975
2024-06-23,Liverpool,Boston River,L,NB propio,-12.174068059805816,-1.0289071053518342,-12.939994325035222,-1.794833370581241,-11.886558655390564,-0.7413977009365826
2024-06-23,Montevideo Wanderers,River Plate,V,NB propio,-12.208875912352996,-1.3067021274374824,-11.339962853364513,-0.4377890684489998,-13.381177183851783,-2.4790033989362694
2024-06-23,Rampla Juniors Futbol Club,Miramar Misiones,V,NB propio,-12.171104315766797,-1.0187304768878107,-12.678356679491788,-1.5259828406128015,-12.016215132796278,-0.8638412939172913
2024-07-06,Boston River,CA Cerro,L,NB propio,-11.885599088290308,-1.780024266880254,-13.27938443168836,-3.1738096102783064,-10.34190232532223,-0.23632750391217705
2024-07-06,CA Penarol,Deportivo Maldonado,E,NB propio,-12.881566277589892,-3.0795503133048943,-9.852474212010845,-0.05045824772584773,-15.538390084205886,-5.736374119920889
2024-07-06,Cerro Largo FC,Liverpool,L,NB propio,-12.126967576395696,-0.957895597824205,-11.965041925436825,-0.7959699468653341,-12.969930312133432,-1.8008583335619406
2024-07-07,CA Fenix,River Plate,L,NB propio,-11.988035070332351,-1.298185978880321,-11.210753524841614,-0.5209044333895836,-12.707328229548372,-2.0174791380963413
2024-07-07,CA Progreso,Racing Club,L,NB propio,-11.513330935149792,-0.9178654249821001,-12.191491558620726,-1.5960260484530338,-11.516947341818705,-0.9214818316510129
2024-07-07,Defensor Sporting,Montevideo Wanderers,E,NB propio,-12.89375636898332,-2.314541041601224,-10.701851775592916,-0.12263644821081954,-14.677370377298022,-4.098155049915926
2024-07-07,Nacional,Rampla Juniors Futbol Club,E,NB propio,-12.881566277589892,-3.0795503133048943,-9.852474212010845,-0.05045824772584773,-15.538390084205886,-5.736374119920889
2024-07-08,Miramar Misiones,Danubio,V,NB propio,-11.988035070332351,-1.298185978880321,-11.210753524841614,-0.5209044333895836,-12.707328229548372,-2.0174791380963413
2024-07-13,Boston River,Miramar Misiones,L,NB propio,-12.293379969592262,-1.0975844521890732,-12.385383078064848,-1.1895875606616588,-12.21196980310498,-1.0161742857017906
2024-07-13,Danubio,Nacional,V,NB propio,-12.162661722805952,-1.6636365120905658,-12.5864162947875,-2.087391084072113,-10.875114600655323,-0.3760893899399367
2024-07-13,Deportivo Maldonado,Racing Club,E,NB propio,-11.733091327811081,-0.9251278366970759,-12.487416777216275,-1.6794532861022695,-11.682528544565974,-0.8745650534519687
2024-07-13,Rampla Juniors Futbol Club,Liverpool,L,NB propio,-12.118560618849653,-0.8756356678577717,-12.163372280183296,-0.9204473291914148,-12.929988946820856,-1.687063995828975
2024-07-14,CA Cerro,Cerro Largo FC,V,NB propio,-12.122228776025352,-1.2167724906653046,-12.589085306712931,-1.6836290213528837,-11.56301127221458,-0.6575549868545316
2024-07-14,CA Fenix,Defensor Sporting,V,NB propio,-12.303831596452289,-1.584111800631737,-12.29658450265484,-1.5768647068342876,-11.250326128267787,-0.5306063324472348
2024-07-14,Montevideo Wanderers,CA Progreso,L,NB propio,-12.227027729810992,-1.0405863818614218,-12.032004744252045,-0.8455633963024756,-12.712287007393252,-1.5258456594436822
2024-07-14,River Plate,CA Penarol,V,NB propio,-11.757025591178436,-1.3210173350504366,-12.720234586232923,-2.2842263301049233,-10.896008496368525,-0.4600002402405252
2024-07-20,Cerro Largo FC,Rampla Juniors Futbol Club,V,NB propio,-11.87123124155876,-1.498432870489049,-10.681141599271548,-0.3083432282018368,-13.546299996969895,-3.173501625900183
2024-07-20,Defensor Sporting,River Plate,V,NB propio,-12.534466780331002,-2.4763527620856856,-10.156936098013347,-0.09882207976803059,-14.65860387817368,-4.600489859928365
2024-07-20,Nacional,Miramar Misiones,L,NB propio,-12.821281453742973,-2.26017924082001,-10.702553932806424,-0.14145171988346128,-14.152088243630713,-3.59098603070775
2024-07-20,Racing Club,Montevideo Wanderers,V,NB propio,-11.67735831769292,-1.0526224715169992,-12.4010835832687,-1.7763477370927792,-11.355120689793269,-0.7303848436173475
2024-07-21,Boston River,Danubio,V,NB propio,-12.460589435819129,-1.130004318809105,-12.28123735119008,-0.9506522341800565,-12.566808151986887,-1.236223034976863
2024-07-21,CA Penarol,CA Fenix,L,NB propio,-12.64037287138659,-1.7599313583480196,-11.215085769171369,-0.3346442561327976,-13.066571406507247,-2.186129893468676
2024-07-21,CA Progreso,Deportivo Maldonado,V,NB propio,-12.23704781123247,-1.2432719345039,-11.461746771602868,-0.46797089487429844,-13.455481798875443,-2.461705922146873
2024-07-21,Liverpool,CA Cerro,V,NB propio,-11.711592270831872,-0.8472181479539724,-11.894939906889714,-1.0305657840118148,-12.403403066240736,-1.5390289433628368
2024-07-27,CA Fenix,CA Progreso,E,NB propio,-12.271643498332653,-1.5302625885808627,-11.074665561238463,-0.3332846514866734,-13.445115563399611,-2.703734653647821
2024-07-27,CA Penarol,Defensor Sporting,L,NB propio,-12.791874358731093,-2.25908353829327,-10.681965436765768,-0.1491746163279455,-13.910218331544415,-3.3774275111065926
2024-07-27,Miramar Misiones,Cerro Largo FC,E,NB propio,-12.351970667587711,-1.3475015174218132,-13.317410937030704,-2.3129417868648066,-11.448974174357426,-0.44450502419152826
2024-07-27,Montevideo Wanderers,Deportivo Maldonado,L,NB propio,-11.687737323573632,-0.8956769488253951,-11.828814736853722,-1.0367543621054853,-12.231480518212583,-1.4394201434643463
2024-07-28,CA Cerro,Rampla Juniors Futbol Club,L,NB propio,-11.883673904127694,-0.8734723001578928,-12.46734842977125,-1.4571468258014484,-12.061164887532223,-1.0509632835624227
2024-07-28,Danubio,Liverpool,L,NB propio,-12.122053517694079,-1.4524625661344235,-11.000805248291766,-0.3312142967321101,-13.70707545251696,-3.037484500957305
2024-07-28,Nacional,Boston River,L,NB propio,-12.937073718546056,-2.421669511695441,-10.62909625686277,-0.11369205001215477,-14.494959792775598,-3.9795555859249827
2024-07-29,River Plate,Racing Club,E,NB propio,-12.191106144235219,-0.9607180329470442,-11.988651991846117,-0.7582638805579425,-13.134849054811095,-1.9044609435229205
2024-08-04,Nacional,CA Penarol,E,NB propio,-12.71357983842863,-1.7039418688771217,-11.511737227277669,-0.5020992577261598,-12.557151202314348,-1.5475132327628387
2024-08-17,CA Penarol,Cerro Largo FC,E,NB propio,-13.053647910885717,-2.706315992591719,-10.42488273489238,-0.07755081659838226,-15.196151905497377,-4.848819987203379
2024-08-17,Liverpool,Racing Club,E,NB propio,-12.078277623471152,-0.8501406890465724,-12.323747313333207,-1.0956103789086278,-12.662321028260497,-1.434184093835917
2024-08-17,Montevideo Wanderers,CA Cerro,L,NB propio,-12.231272649272839,-1.3501627768572995,-11.3078278240693,-0.42671795165376025,-13.309776125366708,-2.428666252951169
2024-08-18,Boston River,Deportivo Maldonado,L,NB propio,-12.055779496165535,-1.3132876417851946,-11.157513427462494,-0.4150215730821536,-13.391242686484334,-2.6487508321039943
2024-08-18,CA Progreso,Miramar Misiones,E,NB propio,-12.051150143224923,-0.9604883766256123,-12.412968738863244,-1.3223069722639327,-12.138273975460308,-1.047612208860997
2024-08-18,Danubio,CA Fenix,L,NB propio,-12.266818737535804,-1.348782115674922,-11.323737575774732,-0.4057009539138505,-13.522614124174956,-2.604577502314074
2024-08-18,River Plate,Nacional,E,NB propio,-12.310116637013769,-1.9082599205372137,-13.549728538335241,-3.1478718218586863,-10.61416135101409,-0.212304634537535
2024-08-19,Defensor Sporting,Rampla Juniors Futbol Club,V,NB propio,-12.631669731148147,-1.6324092246949888,-11.276800864409203,-0.27754035795604537,-14.05906401638064,-3.059803509927482
2024-09-07,CA Cerro,Defensor Sporting,E,NB propio,-11.941593953893186,-1.0095324685012539,-12.236097900293707,-1.3040364149017751,-11.942177470676869,-1.010115985284937
2024-09-07,Miramar Misiones,CA Penarol,V,NB propio,-12.262815638627346,-2.5195085433730604,-14.091187932025079,-4.347880836770793,-9.841397824515393,-0.09809072926110751
2024-09-07,Racing Club,Montevideo Wanderers,V,NB propio,-11.81679965812746,-1.9844622850777114,-13.34622688457485,-3.513889511525102,-10.015341596587447,-0.18300422353769896
2024-09-08,CA Fenix,Cerro Largo FC,L,NB propio,-11.804002066690373,-1.1850967294471815,-12.726581681876997,-2.1076763446338056,-11.176187926352943,-0.5572825891097519
2024-09-08,Danubio,Boston River,L,NB propio,-12.200781015094131,-1.6482170867014716,-12.722256827930801,-2.1696928995381413,-10.9187198301596,-0.36615590176693935
2024-09-08,Deportivo Maldonado,River Plate,V,NB propio,-11.41470881971825,-0.8647849555207845,-11.715255220288316,-1.1653313560908511,-11.870286034000655,-1.3203621698031895
2024-09-08,Nacional,Liverpool,L,NB propio,-12.881566277589892,-3.0795503133048943,-9.852474212010845,-0.05045824772584773,-15.538390084205886,-5.736374119920889
2024-09-08,Rampla Juniors Futbol Club,CA Progreso,L,NB propio,-11.671056704277863,-1.1230893548193794,-11.118485673121995,-0.5705183236635119,-12.75985055021018,-2.2118832007516964
2024-09-14,CA Progreso,CA Cerro,V,NB propio,-11.97104058545506,-1.2173469959074747,-12.868831045926367,-2.115137456378781,-11.292629227916404,-0.5389356383688177
2024-09-14,Cerro Largo FC,Miramar Misiones,V,NB propio,-11.626957117375946,-0.9217873528982512,-11.594818142882449,-0.889648378404754,-12.35859904628273,-1.6534292818050353
2024-09-14,Defensor Sporting,Racing Club,V,NB propio,-12.191137752266489,-1.673278069724379,-10.767172510828502,-0.24931282828639212,-13.928111708468949,-3.410252025926839
2024-09-15,CA Penarol,Rampla Juniors Futbol Club,L,NB propio,-12.802837617314195,-1.983243091803427,-11.058047509908706,-0.23845298439793794,-13.416120165402631,-2.5965256398918637
2024-09-15,Danubio,River Plate,L,NB propio,-12.002010831196944,-1.1529514585721437,-11.493200763228355,-0.6441413906035542,-12.686759053304778,-1.837699680679977
2024-09-15,Deportivo Maldonado,Liverpool,V,NB propio,-12.115288711064446,-0.9376243797477013,-12.436578805272536,-1.258914473955791,-12.303192718137971,-1.1255283868212267
2024-09-16,Montevideo Wanderers,Nacional,V,NB propio,-12.55457197170434,-1.5075188325757534,-12.167839299704143,-1.1207861605755571,-11.839981230906023,-0.7929280917774371
2024-09-17,Boston River,CA Fenix,L,NB propio,-12.35314117158127,-1.0996052640783898,-11.976709714705372,-0.7231738072024925,-12.958451954805863,-1.7049160473029836
2024-09-21,Deportivo Maldonado,Montevideo Wanderers,V,NB propio,-12.105359480951597,-1.8200974712639528,-13.57530965028391,-3.2900476405962653,-10.5074835280695,-0.2222215183818559
2024-09-21,Racing Club,CA Progreso,L,NB propio,-11.725270791618572,-1.0524053449395385,-11.345430602461827,-0.6725651557827934,-12.635375424638806,-1.9625099779597726
2024-09-21,Rampla Juniors Futbol Club,Cerro Largo FC,L,NB propio,-12.324214741796261,-1.1599664569090713,-11.772653038700682,-0.6084047538134918,-13.114171725361029,-1.9499234404738388
2024-09-22,Boston River,River Plate,L,NB propio,-12.273381480462636,-1.1102715443637052,-12.308730196492046,-1.145620260393116,-12.205803474154036,-1.0426935380551061
2024-09-22,CA Fenix,Miramar Misiones,E,NB propio,-11.900713427787181,-0.9768477226085857,-11.726654639468311,-0.8027889342897154,-12.66440146641127,-1.7405357612326746
2024-09-22,Danubio,Liverpool,L,NB propio,-12.246398971333507,-1.76273914134506,-10.707926455885799,-0.2242666258973518,-14.013018981908068,-3.5293591519196212
2024-09-22,Nacional,Defensor Sporting,E,NB propio,-12.841283282211391,-2.890762341187811,-10.012849245160757,-0.062328304137176715,-15.270722165645527,-5.320201224621947
2024-09-23,CA Cerro,CA Penarol,V,NB propio,-12.32512646873356,-1.590572312952709,-12.429378035524836,-1.6948238797439856,-11.224663359550707,-0.49010920376985645
2024-09-28,Cerro Largo FC,CA Cerro,L,NB propio,-12.04356544603009,-0.8954003069140697,-12.190379389070714,-1.042214249954693,-12.579946415731579,-1.431781276615558
2024-09-28,Miramar Misiones,Rampla Juniors Futbol Club,E,NB propio,-11.811677213189459,-1.55501473106513,-13.107562187626243,-2.8508997055019147,-10.569974989946365,-0.3133125078220367
2024-09-29,Defensor Sporting,Deportivo Maldonado,L,NB propio,-12.304522029473969,-1.4006800058075566,-11.273533553533484,-0.36969152986707243,-13.674460975016089,-2.770618951349677
2024-09-29,Liverpool,Boston River,E,NB propio,-12.110465721590787,-1.8576073317154425,-13.545666254749584,-3.2928078648742396,-10.467531593128669,-0.21467320325332473
